,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
24,2023-02-04,15:00,Serie A,Matchweek 21,Sat,Home,L,0,2,Lecce,0.6,1.5,58.0,11189.0,Daniel Ciofani,3-5-2,Daniele Orsato,Match Report,,12.0,3.0,20.4,0.0,0,0,2023,Cremonese
25,2023-02-12,20:45,Serie A,Matchweek 22,Sun,Away,L,0,3,Napoli,0.2,1.8,35.0,50250.0,Vlad Chiricheș,3-5-2,Luca Massimi,Match Report,,6.0,1.0,25.2,0.0,0,0,2023,Cremonese
26,2023-02-20,20:45,Serie A,Matchweek 23,Mon,Away,D,2,2,Torino,0.6,2.4,37.0,19095.0,Matteo Bianchetti,3-5-2,Giacomo Camplone,Match Report,,11.0,2.0,20.6,0.0,0,0,2023,Cremonese
27,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Home,W,2,1,Roma,1.0,1.2,34.0,11367.0,Matteo Bianchetti,3-4-3,Marco Piccinini,Match Report,,5.0,1.0,24.2,0.0,1,1,2023,Cremonese
28,2023-03-06,18:30,Serie A,Matchweek 25,Mon,Away,L,2,3,Sassuolo,1.2,1.0,46.0,11587.0,Matteo Bianchetti,3-4-3,Francesco Fourneau,Match Report,,13.0,5.0,13.9,0.0,0,0,2023,Cremonese
29,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Home,L,0,2,Fiorentina,1.8,1.7,47.0,11506.0,Matteo Bianchetti,5-3-2,Matteo Marcenaro,Match Report,,16.0,5.0,16.6,0.0,0,0,2023,Cremonese
30,2023-03-18,15:00,Serie A,Matchweek 27,Sat,Away,D,1,1,Monza,0.7,2.0,35.0,12797.0,Matteo Bianchetti,3-5-2,Antonio Giua,Match Report,,8.0,2.0,17.7,0.0,0,0,2023,Cremonese
31,2023-04-01,15:00,Serie A,Matchweek 28,Sat,Home,L,1,3,Atalanta,1.5,2.9,42.0,11891.0,Daniel Ciofani,3-5-2,Livio Marinelli,Match Report,,14.0,3.0,21.8,1.0,1,1,2023,Cremonese
33,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Away,W,3,2,Sampdoria,1.3,2.1,51.0,20421.0,Matteo Bianchetti,3-4-1-2,Daniele Doveri,Match Report,,17.0,4.0,15.9,1.0,0,0,2023,Cremonese
34,2023-04-14,18:30,Serie A,Matchweek 30,Fri,Home,W,1,0,Empoli,1.2,1.2,32.0,8966.0,Michele Castagnetti,4-3-1-2,Luca Zufferli,Match Report,,14.0,5.0,18.5,0.0,0,0,2023,Cremonese
35,2023-04-23,15:00,Serie A,Matchweek 31,Sun,Away,L,0,3,Udinese,0.9,1.6,52.0,23455.0,Matteo Bianchetti,4-3-1-2,Francesco Fourneau,Match Report,,12.0,2.0,15.7,0.0,0,0,2023,Cremonese
37,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Home,D,1,1,Hellas Verona,0.7,1.1,51.0,11645.0,Daniel Ciofani,4-3-1-2,Daniele Doveri,Match Report,,12.0,5.0,19.9,0.0,0,0,2023,Cremonese
38,2023-05-03,21:00,Serie A,Matchweek 33,Wed,Away,D,1,1,Milan,1.2,1.6,27.0,68136.0,Cristian Buonaiuto,4-2-3-1,Luca Pairetto,Match Report,,6.0,2.0,19.7,0.0,0,0,2023,Cremonese
39,2023-05-06,20:45,Serie A,Matchweek 34,Sat,Home,W,2,0,Spezia,0.9,1.3,30.0,10260.0,Daniel Ciofani,4-2-3-1,Marco Guida,Match Report,,9.0,4.0,18.0,0.0,0,0,2023,Cremonese
40,2023-05-14,20:45,Serie A,Matchweek 35,Sun,Away,L,0,2,Juventus,0.1,1.6,31.0,39439.0,Vlad Chiricheș,5-4-1,Daniele Chiffi,Match Report,,3.0,2.0,29.1,0.0,0,0,2023,Cremonese
41,2023-05-20,15:00,Serie A,Matchweek 36,Sat,Home,L,1,5,Bologna,1.3,2.6,37.0,11140.0,Michele Castagnetti,4-2-3-1,Paolo Valeri,Match Report,,13.0,2.0,15.4,1.0,0,0,2023,Cremonese
42,2023-05-28,18:00,Serie A,Matchweek 37,Sun,Away,L,2,3,Lazio,0.6,1.9,42.0,64171.0,Daniel Ciofani,5-3-2,Antonio Giua,Match Report,,11.0,5.0,21.0,1.0,0,0,2023,Cremonese
43,2023-06-03,21:00,Serie A,Matchweek 38,Sat,Home,W,2,0,Salernitana,1.4,0.7,42.0,10308.0,Daniel Ciofani,3-5-2,Daniele Perenzoni,Match Report,,11.0,3.0,20.9,1.0,1,1,2023,Cremonese
1,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Home,L,0,2,Atalanta,1.0,2.2,55.0,20047.0,Bartosz Bereszyński,4-1-4-1,Federico Dionisi,Match Report,,11.0,1.0,20.7,2.0,0,0,2023,Sampdoria
2,2022-08-22,20:45,Serie A,Matchweek 2,Mon,Home,D,0,0,Juventus,0.9,0.8,48.0,27573.0,Bartosz Bereszyński,4-1-4-1,Rosario Abisso,Match Report,,10.0,1.0,20.2,2.0,0,0,2023,Sampdoria
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Away,L,0,4,Salernitana,1.8,1.7,55.0,19116.0,Omar Colley,4-1-4-1,Davide Massa,Match Report,,17.0,6.0,12.8,0.0,0,0,2023,Sampdoria
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,D,1,1,Lazio,0.8,1.5,44.0,18499.0,Fabio Quagliarella,4-1-4-1,Gianluca Aureliano,Match Report,,10.0,3.0,18.9,0.0,0,0,2023,Sampdoria
5,2022-09-04,18:00,Serie A,Matchweek 5,Sun,Away,L,1,2,Hellas Verona,0.8,2.5,51.0,16675.0,Fabio Quagliarella,4-3-1-2,Paolo Valeri,Match Report,,11.0,3.0,16.8,0.0,0,0,2023,Sampdoria
6,2022-09-10,20:45,Serie A,Matchweek 6,Sat,Home,L,1,2,Milan,0.7,1.7,57.0,23049.0,Bartosz Bereszyński,4-1-4-1,Michael Fabbri,Match Report,,10.0,4.0,14.3,0.0,0,0,2023,Sampdoria
7,2022-09-17,18:00,Serie A,Matchweek 7,Sat,Away,L,1,2,Spezia,0.9,0.7,48.0,10000.0,Bartosz Bereszyński,4-1-4-1,Simone Sozza,Match Report,,11.0,8.0,22.0,1.0,0,0,2023,Sampdoria
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,L,0,3,Monza,0.1,1.4,50.0,19806.0,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,3.0,1.0,26.3,0.0,0,0,2023,Sampdoria
9,2022-10-08,20:45,Serie A,Matchweek 9,Sat,Away,D,1,1,Bologna,0.6,0.8,49.0,20871.0,Bartosz Bereszyński,4-1-4-1,Marco Piccinini,Match Report,,9.0,3.0,20.0,0.0,0,0,2023,Sampdoria
10,2022-10-17,18:30,Serie A,Matchweek 10,Mon,Home,L,0,1,Roma,0.2,1.8,59.0,20803.0,Bartosz Bereszyński,4-4-2,Marco Di Bello,Match Report,,8.0,1.0,23.6,1.0,0,0,2023,Sampdoria
12,2022-10-24,18:30,Serie A,Matchweek 11,Mon,Away,W,1,0,Cremonese,1.3,2.0,48.0,13021.0,Bartosz Bereszyński,4-2-3-1,Fabio Maresca,Match Report,,8.0,4.0,19.2,2.0,0,0,2023,Sampdoria
13,2022-10-29,20:45,Serie A,Matchweek 12,Sat,Away,L,0,3,Inter,0.5,2.0,49.0,73311.0,Bartosz Bereszyński,4-4-1-1,Luca Massimi,Match Report,,9.0,2.0,19.2,0.0,0,0,2023,Sampdoria
14,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Home,L,0,2,Fiorentina,0.8,0.9,49.0,19226.0,Bartosz Bereszyński,5-3-2,Livio Marinelli,Match Report,,14.0,2.0,19.1,0.0,0,0,2023,Sampdoria
15,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Away,L,0,2,Torino,0.5,0.5,49.0,15593.0,Bartosz Bereszyński,3-5-2,Davide Massa,Match Report,,11.0,1.0,20.5,0.0,0,0,2023,Sampdoria
16,2022-11-12,18:00,Serie A,Matchweek 15,Sat,Home,L,0,2,Lecce,0.7,0.6,57.0,20211.0,Bartosz Bereszyński,3-4-1-2,Daniele Doveri,Match Report,,11.0,2.0,18.8,0.0,0,0,2023,Sampdoria
17,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Away,W,2,1,Sassuolo,1.3,1.8,33.0,8000.0,Emil Audero,3-4-1-2,Fabio Maresca,Match Report,,9.0,4.0,13.5,0.0,0,0,2023,Sampdoria
18,2023-01-08,18:00,Serie A,Matchweek 17,Sun,Home,L,0,2,Napoli,0.6,3.2,34.0,24490.0,Emil Audero,3-4-1-2,Rosario Abisso,Match Report,,9.0,2.0,20.5,0.0,0,0,2023,Sampdoria
20,2023-01-16,20:45,Serie A,Matchweek 18,Mon,Away,L,0,1,Empoli,0.9,1.4,50.0,10364.0,Emil Audero,3-4-1-2,Alberto Santoro,Match Report,,16.0,7.0,21.7,0.0,0,0,2023,Sampdoria
21,2023-01-22,12:30,Serie A,Matchweek 19,Sun,Home,L,0,1,Udinese,1.3,1.3,54.0,18642.0,Emil Audero,3-4-1-2,Maurizio Mariani,Match Report,,9.0,1.0,15.3,0.0,0,0,2023,Sampdoria
22,2023-01-28,20:45,Serie A,Matchweek 20,Sat,Away,L,0,2,Atalanta,0.8,1.8,39.0,19095.0,Emil Audero,3-4-3,Daniele Doveri,Match Report,,15.0,5.0,18.8,0.0,0,0,2023,Sampdoria
23,2023-02-06,20:45,Serie A,Matchweek 21,Mon,Away,D,2,2,Monza,1.2,2.1,28.0,11950.0,Emil Audero,3-4-3,Daniele Chiffi,Match Report,,11.0,6.0,15.5,0.0,0,0,2023,Sampdoria
24,2023-02-13,20:45,Serie A,Matchweek 22,Mon,Home,D,0,0,Inter,0.5,1.8,35.0,21575.0,Emil Audero,3-4-1-2,Fabio Maresca,Match Report,,7.0,2.0,15.9,0.0,0,0,2023,Sampdoria
25,2023-02-18,15:00,Serie A,Matchweek 23,Sat,Home,L,1,2,Bologna,2.3,0.9,41.0,18269.0,Emil Audero,3-4-1-2,Massimiliano Irrati,Match Report,,7.0,2.0,24.9,2.0,1,2,2023,Sampdoria
26,2023-02-27,20:45,Serie A,Matchweek 24,Mon,Away,L,0,1,Lazio,0.5,1.6,43.0,35000.0,Emil Audero,3-4-1-2,Andrea Colombo,Match Report,,8.0,2.0,17.5,0.0,0,0,2023,Sampdoria
27,2023-03-05,15:00,Serie A,Matchweek 25,Sun,Home,D,0,0,Salernitana,0.5,0.8,56.0,20353.0,Emil Audero,3-4-3,Davide Massa,Match Report,,9.0,3.0,18.1,0.0,0,0,2023,Sampdoria
28,2023-03-12,20:45,Serie A,Matchweek 26,Sun,Away,L,2,4,Juventus,0.8,2.8,44.0,35166.0,Manolo Gabbiadini,3-4-3,Alessandro Prontera,Match Report,,9.0,3.0,17.1,0.0,0,0,2023,Sampdoria
29,2023-03-19,12:30,Serie A,Matchweek 27,Sun,Home,W,3,1,Hellas Verona,1.2,1.3,44.0,18228.0,Manolo Gabbiadini,3-4-3,Maurizio Mariani,Match Report,,11.0,4.0,13.7,0.0,0,0,2023,Sampdoria
30,2023-04-02,18:00,Serie A,Matchweek 28,Sun,Away,L,0,3,Roma,0.3,3.0,49.0,62108.0,Manolo Gabbiadini,4-3-2-1,Massimiliano Irrati,Match Report,,6.0,3.0,21.3,1.0,0,0,2023,Sampdoria
31,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Home,L,2,3,Cremonese,2.1,1.3,49.0,20421.0,Manolo Gabbiadini,4-2-3-1,Daniele Doveri,Match Report,,13.0,8.0,14.3,0.0,0,0,2023,Sampdoria
32,2023-04-16,12:30,Serie A,Matchweek 30,Sun,Away,D,1,1,Lecce,0.6,2.6,58.0,22471.0,Manolo Gabbiadini,4-2-3-1,Maurizio Mariani,Match Report,,8.0,1.0,19.7,3.0,0,0,2023,Sampdoria
33,2023-04-22,20:45,Serie A,Matchweek 31,Sat,Home,D,1,1,Spezia,1.4,2.5,45.0,19181.0,Manolo Gabbiadini,3-4-1-2,Fabio Maresca,Match Report,,13.0,2.0,11.3,0.0,0,0,2023,Sampdoria
34,2023-04-30,18:00,Serie A,Matchweek 32,Sun,Away,L,0,5,Fiorentina,0.4,1.7,33.0,30602.0,Manolo Gabbiadini,3-4-1-2,Antonio Giua,Match Report,,4.0,1.0,14.2,0.0,0,0,2023,Sampdoria
35,2023-05-03,18:00,Serie A,Matchweek 33,Wed,Home,L,0,2,Torino,0.3,2.0,41.0,16865.0,Manolo Gabbiadini,3-4-1-2,Giacomo Camplone,Match Report,,7.0,0.0,17.7,0.0,0,0,2023,Sampdoria
36,2023-05-08,18:30,Serie A,Matchweek 34,Mon,Away,L,0,2,Udinese,0.9,1.0,54.0,20430.0,Fabio Quagliarella,3-4-1-2,Niccolò Baroni,Match Report,,11.0,3.0,21.1,1.0,0,0,2023,Sampdoria
37,2023-05-15,20:45,Serie A,Matchweek 35,Mon,Home,D,1,1,Empoli,1.3,1.6,42.0,16867.0,Fabio Quagliarella,3-4-1-2,Ermanno Feliciani,Match Report,,13.0,3.0,16.5,1.0,0,0,2023,Sampdoria
38,2023-05-20,20:45,Serie A,Matchweek 36,Sat,Away,L,1,5,Milan,0.6,3.8,38.0,72105.0,Fabio Quagliarella,4-1-4-1,Francesco Fourneau,Match Report,,6.0,3.0,17.5,0.0,0,0,2023,Sampdoria
39,2023-05-26,20:45,Serie A,Matchweek 37,Fri,Home,D,2,2,Sassuolo,2.2,2.9,48.0,18430.0,Fabio Quagliarella,3-4-1-2,Francesco Meraviglia,Match Report,,17.0,3.0,15.0,0.0,0,0,2023,Sampdoria
40,2023-06-04,18:30,Serie A,Matchweek 38,Sun,Away,L,0,2,Napoli,0.6,2.0,27.0,55000.0,Fabio Quagliarella,4-4-1-1,Ermanno Feliciani,Match Report,,6.0,4.0,10.6,0.0,0,0,2023,Sampdoria
0,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1,0,Sampdoria,0.9,1.1,50.0,5000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,11.0,4.0,19.7,0.0,0,0,2022,Milan
1,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4,1,Cagliari,2.7,0.6,57.0,31946.0,Davide Calabria,4-2-3-1,Marco Serra,Match Report,,17.0,4.0,19.0,1.0,1,1,2022,Milan
2,2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2,0,Lazio,2.9,0.3,47.0,36207.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,18.0,3.0,20.0,0.0,0,1,2022,Milan
4,2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1,1,Juventus,0.8,1.3,56.0,18785.0,Alessio Romagnoli,4-2-3-1,Daniele Doveri,Match Report,,13.0,3.0,23.0,1.0,0,0,2022,Milan
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2,0,Venezia,1.6,0.8,66.0,26185.0,Alessio Romagnoli,4-2-3-1,Ivan Pezzuto,Match Report,,14.0,4.0,17.6,2.0,0,0,2022,Milan
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2,1,Spezia,1.3,1.1,63.0,3618.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,18.0,5.0,18.0,1.0,0,0,2022,Milan
8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3,2,Atalanta,2.7,2.1,44.0,9363.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,13.0,7.0,17.3,0.0,0,0,2022,Milan
9,2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3,2,Hellas Verona,1.7,1.6,54.0,40128.0,Alessio Romagnoli,4-2-3-1,Alessandro Prontera,Match Report,,16.0,3.0,20.9,0.0,1,1,2022,Milan
11,2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4,2,Bologna,1.0,0.9,63.0,22167.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,15.0,7.0,18.6,1.0,0,0,2022,Milan
12,2021-10-26,20:45,Serie A,Matchweek 10,Tue,Home,W,1,0,Torino,0.9,0.6,45.0,35929.0,Alessio Romagnoli,4-2-3-1,Gianluca Aureliano,Match Report,,10.0,2.0,21.2,0.0,0,0,2022,Milan
13,2021-10-31,20:45,Serie A,Matchweek 11,Sun,Away,W,2,1,Roma,1.8,1.3,50.0,51001.0,Davide Calabria,4-2-3-1,Fabio Maresca,Match Report,,7.0,2.0,19.9,2.0,1,1,2022,Milan
15,2021-11-07,20:45,Serie A,Matchweek 12,Sun,Home,D,1,1,Inter,1.0,2.6,50.0,56608.0,Simon Kjær,4-2-3-1,Daniele Doveri,Match Report,,16.0,4.0,18.9,1.0,0,0,2022,Milan
16,2021-11-20,20:45,Serie A,Matchweek 13,Sat,Away,L,3,4,Fiorentina,2.0,1.2,55.0,32567.0,Franck Kessié,4-2-3-1,Marco Guida,Match Report,,17.0,7.0,15.6,0.0,0,0,2022,Milan
18,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,1,3,Sassuolo,0.8,1.0,50.0,52824.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,15.0,2.0,17.3,0.0,0,0,2022,Milan
19,2021-12-01,20:45,Serie A,Matchweek 15,Wed,Away,W,3,0,Genoa,1.2,0.5,58.0,14000.0,Franck Kessié,4-2-3-1,Juan Sacchi,Match Report,,18.0,5.0,19.1,1.0,0,0,2022,Milan
20,2021-12-04,15:00,Serie A,Matchweek 16,Sat,Home,W,2,0,Salernitana,2.1,0.2,70.0,43609.0,Alessio Romagnoli,4-2-3-1,Antonio Giua,Match Report,,22.0,8.0,17.4,0.0,0,0,2022,Milan
22,2021-12-11,20:45,Serie A,Matchweek 17,Sat,Away,D,1,1,Udinese,0.9,2.4,66.0,16385.0,Alessio Romagnoli,4-2-3-1,Francesco Fourneau,Match Report,,12.0,1.0,15.1,0.0,0,0,2022,Milan
23,2021-12-19,20:45,Serie A,Matchweek 18,Sun,Home,L,0,1,Napoli,0.4,0.8,49.0,54647.0,Alessio Romagnoli,4-2-3-1,Davide Massa,Match Report,,12.0,2.0,20.2,0.0,0,0,2022,Milan
24,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,4,2,Empoli,1.2,1.6,45.0,10596.0,Alessio Romagnoli,4-2-3-1,Marco Di Bello,Match Report,,18.0,8.0,18.1,2.0,0,0,2022,Milan
25,2022-01-06,18:30,Serie A,Matchweek 20,Thu,Home,W,3,1,Roma,2.9,0.6,54.0,35870.0,Theo Hernández,4-2-3-1,Daniele Chiffi,Match Report,,17.0,3.0,23.1,1.0,1,2,2022,Milan
26,2022-01-09,12:30,Serie A,Matchweek 21,Sun,Away,W,3,0,Venezia,2.9,0.5,61.0,5000.0,Theo Hernández,4-2-3-1,Massimiliano Irrati,Match Report,,17.0,6.0,17.4,1.0,1,1,2022,Milan
28,2022-01-17,18:30,Serie A,Matchweek 22,Mon,Home,L,1,2,Spezia,2.2,1.5,60.0,5000.0,Theo Hernández,4-2-3-1,Marco Serra,Match Report,,24.0,8.0,17.7,1.0,0,1,2022,Milan
29,2022-01-23,20:45,Serie A,Matchweek 23,Sun,Home,D,0,0,Juventus,0.6,0.4,47.0,5000.0,Alessio Romagnoli,4-2-3-1,Marco Di Bello,Match Report,,14.0,4.0,22.0,1.0,0,0,2022,Milan
30,2022-02-05,18:00,Serie A,Matchweek 24,Sat,Away,W,2,1,Inter,1.4,1.0,54.0,37918.0,Alessio Romagnoli,4-2-3-1,Marco Guida,Match Report,,10.0,3.0,20.5,1.0,0,0,2022,Milan
32,2022-02-13,12:30,Serie A,Matchweek 25,Sun,Home,W,1,0,Sampdoria,1.2,0.2,50.0,35710.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,15.0,7.0,15.0,0.0,0,0,2022,Milan
33,2022-02-19,20:45,Serie A,Matchweek 26,Sat,Away,D,2,2,Salernitana,1.3,1.0,60.0,18449.0,Davide Calabria,4-2-3-1,Michael Fabbri,Match Report,,13.0,5.0,19.5,1.0,0,0,2022,Milan
34,2022-02-25,18:45,Serie A,Matchweek 27,Fri,Home,D,1,1,Udinese,1.0,1.3,62.0,44588.0,Alessio Romagnoli,4-2-3-1,Matteo Marchetti,Match Report,,9.0,3.0,18.3,0.0,0,0,2022,Milan
36,2022-03-06,20:45,Serie A,Matchweek 28,Sun,Away,W,1,0,Napoli,1.2,0.4,40.0,42000.0,Davide Calabria,4-3-3,Daniele Orsato,Match Report,,12.0,7.0,19.4,0.0,0,0,2022,Milan
37,2022-03-12,20:45,Serie A,Matchweek 29,Sat,Home,W,1,0,Empoli,0.7,0.3,53.0,48801.0,Davide Calabria,4-2-3-1,Daniele Chiffi,Match Report,,15.0,5.0,15.7,1.0,0,0,2022,Milan
38,2022-03-19,20:45,Serie A,Matchweek 30,Sat,Away,W,1,0,Cagliari,2.0,1.4,58.0,12309.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,21.0,5.0,17.0,0.0,0,0,2022,Milan
39,2022-04-04,20:45,Serie A,Matchweek 31,Mon,Home,D,0,0,Bologna,2.0,0.8,53.0,68136.0,Davide Calabria,4-2-3-1,Livio Marinelli,Match Report,,33.0,7.0,18.1,0.0,0,0,2022,Milan
40,2022-04-10,20:45,Serie A,Matchweek 32,Sun,Away,D,0,0,Torino,0.6,0.7,56.0,23472.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,14.0,3.0,20.3,1.0,0,0,2022,Milan
41,2022-04-15,21:00,Serie A,Matchweek 33,Fri,Home,W,2,0,Genoa,1.4,0.3,59.0,70259.0,Franck Kessié,4-3-3,Daniele Chiffi,Match Report,,10.0,5.0,14.2,0.0,0,0,2022,Milan
43,2022-04-24,20:45,Serie A,Matchweek 34,Sun,Away,W,2,1,Lazio,2.1,0.5,53.0,25000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,25.0,8.0,18.3,2.0,0,0,2022,Milan
44,2022-05-01,15:00,Serie A,Matchweek 35,Sun,Home,W,1,0,Fiorentina,1.2,0.7,49.0,71542.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,13.0,2.0,15.0,0.0,0,0,2022,Milan
45,2022-05-08,20:45,Serie A,Matchweek 36,Sun,Away,W,3,1,Hellas Verona,3.2,1.0,53.0,30154.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,18.0,8.0,17.8,0.0,0,0,2022,Milan
46,2022-05-15,18:00,Serie A,Matchweek 37,Sun,Home,W,2,0,Atalanta,1.3,0.6,46.0,73304.0,Davide Calabria,4-2-3-1,Daniele Orsato,Match Report,,12.0,6.0,21.5,1.0,0,0,2022,Milan
47,2022-05-22,18:00,Serie A,Matchweek 38,Sun,Away,W,3,0,Sassuolo,2.8,0.5,47.0,21584.0,Davide Calabria,4-2-3-1,Daniele Doveri,Match Report,,18.0,11.0,14.3,0.0,0,0,2022,Milan
0,2021-08-21,18:30,Serie A,Matchweek 1,Sat,Home,W,4,0,Genoa,1.6,1.1,60.0,27402.0,Samir Handanović,3-5-1-1,Valerio Marini,Match Report,,16.0,8.0,15.0,0.0,0,0,2022,Internazionale
1,2021-08-27,20:45,Serie A,Matchweek 2,Fri,Away,W,3,1,Hellas Verona,1.5,1.0,57.0,11214.0,Samir Handanović,3-5-1-1,Gianluca Manganiello,Match Report,,15.0,7.0,15.9,0.0,0,0,2022,Internazionale
2,2021-09-12,12:30,Serie A,Matchweek 3,Sun,Away,D,2,2,Sampdoria,1.1,1.1,48.0,7441.0,Samir Handanović,3-5-2,Daniele Orsato,Match Report,,8.0,3.0,16.1,1.0,0,0,2022,Internazionale
4,2021-09-18,18:00,Serie A,Matchweek 4,Sat,Home,W,6,1,Bologna,2.8,0.5,45.0,35278.0,Samir Handanović,3-5-2,Giovanni Ayroldi,Match Report,,19.0,11.0,15.3,0.0,0,0,2022,Internazionale
5,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Away,W,3,1,Fiorentina,2.2,1.6,47.0,15927.0,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,17.0,5.0,14.2,1.0,0,0,2022,Internazionale
6,2021-09-25,18:00,Serie A,Matchweek 6,Sat,Home,D,2,2,Atalanta,3.9,1.9,49.0,36517.0,Samir Handanović,3-5-2,Fabio Maresca,Match Report,,18.0,6.0,14.0,1.0,0,1,2022,Internazionale
8,2021-10-02,20:45,Serie A,Matchweek 7,Sat,Away,W,2,1,Sassuolo,2.2,1.4,45.0,10400.0,Samir Handanović,3-5-2,Luca Pairetto,Match Report,,17.0,2.0,16.5,0.0,1,1,2022,Internazionale
9,2021-10-16,18:00,Serie A,Matchweek 8,Sat,Away,L,1,3,Lazio,1.4,2.5,48.0,42000.0,Samir Handanović,3-5-1-1,Massimiliano Irrati,Match Report,,11.0,3.0,18.7,0.0,1,1,2022,Internazionale
11,2021-10-24,20:45,Serie A,Matchweek 9,Sun,Home,D,1,1,Juventus,0.8,1.7,49.0,56532.0,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,10.0,2.0,18.8,0.0,0,0,2022,Internazionale
12,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Away,W,2,0,Empoli,2.1,0.5,69.0,9335.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,21.0,9.0,16.5,0.0,0,0,2022,Internazionale
13,2021-10-31,12:30,Serie A,Matchweek 11,Sun,Home,W,2,0,Udinese,2.1,0.4,66.0,48076.0,Samir Handanović,3-5-2,Juan Sacchi,Match Report,,15.0,5.0,17.9,0.0,0,0,2022,Internazionale
15,2021-11-07,20:45,Serie A,Matchweek 12,Sun,Away,D,1,1,Milan,2.6,1.0,50.0,56608.0,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,11.0,0.0,21.5,0.0,1,2,2022,Internazionale
16,2021-11-21,18:00,Serie A,Matchweek 13,Sun,Home,W,3,2,Napoli,1.8,0.9,45.0,56649.0,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,16.0,6.0,17.1,0.0,1,1,2022,Internazionale
18,2021-11-27,20:45,Serie A,Matchweek 14,Sat,Away,W,2,0,Venezia,2.5,0.2,56.0,8303.0,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,26.0,10.0,17.3,1.0,1,1,2022,Internazionale
19,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Home,W,2,0,Spezia,2.9,0.3,63.0,30076.0,Samir Handanović,3-5-2,Davide Ghersini,Match Report,,30.0,10.0,19.2,1.0,1,1,2022,Internazionale
20,2021-12-04,18:00,Serie A,Matchweek 16,Sat,Away,W,3,0,Roma,1.3,0.7,66.0,51185.0,Samir Handanović,3-5-2,Marco Di Bello,Match Report,,10.0,4.0,16.5,0.0,0,0,2022,Internazionale
22,2021-12-12,20:45,Serie A,Matchweek 17,Sun,Home,W,4,0,Cagliari,3.3,0.3,75.0,33712.0,Samir Handanović,3-5-2,Matteo Marchetti,Match Report,,23.0,14.0,17.5,0.0,0,1,2022,Internazionale
23,2021-12-17,20:45,Serie A,Matchweek 18,Fri,Away,W,5,0,Salernitana,3.0,0.7,65.0,18000.0,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,23.0,8.0,13.2,0.0,0,0,2022,Internazionale
24,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Home,W,1,0,Torino,1.2,0.5,54.0,41413.0,Samir Handanović,3-5-2,Marco Guida,Match Report,,15.0,3.0,19.8,1.0,0,0,2022,Internazionale
