,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
7,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Away,W,3,2,Atalanta,0.8,1.8,42.0,8182.0,Andrea Belotti,3-4-3,Daniele Doveri,Match Report,,10.0,5.0,17.1,0.0,0,0,2020,Torino
8,2019-09-16,20:45,Serie A,Matchweek 3,Mon,Home,L,1,2,Lecce,2.0,1.1,60.0,21620.0,Andrea Belotti,3-5-2,Antonio Giua,Match Report,,14.0,3.0,18.3,0.0,1,1,2020,Torino
9,2019-09-22,15:00,Serie A,Matchweek 4,Sun,Away,L,0,1,Sampdoria,0.3,1.6,62.0,19041.0,Andrea Belotti,3-5-2,Piero Giacomelli,Match Report,,5.0,1.0,16.9,1.0,0,0,2020,Torino
10,2019-09-26,21:00,Serie A,Matchweek 5,Thu,Home,W,2,1,Milan,1.2,2.8,45.0,23997.0,Andrea Belotti,3-4-1-2,Marco Guida,Match Report,,9.0,4.0,19.7,0.0,0,0,2020,Torino
11,2019-09-30,20:45,Serie A,Matchweek 6,Mon,Away,L,2,3,Parma,2.2,3.6,49.0,15001.0,Andrea Belotti,3-4-3,Federico La Penna,Match Report,,7.0,5.0,16.9,0.0,1,1,2020,Torino
12,2019-10-06,18:00,Serie A,Matchweek 7,Sun,Home,D,0,0,Napoli,0.6,0.9,40.0,24343.0,Andrea Belotti,4-2-3-1,Daniele Doveri,Match Report,,12.0,4.0,17.7,0.0,0,0,2020,Torino
13,2019-10-20,15:00,Serie A,Matchweek 8,Sun,Away,L,0,1,Udinese,0.6,1.7,60.0,24049.0,Andrea Belotti,3-4-3,Rosario Abisso,Match Report,,11.0,3.0,19.9,1.0,0,0,2020,Torino
14,2019-10-27,15:00,Serie A,Matchweek 9,Sun,Home,D,1,1,Cagliari,1.2,0.5,50.0,21213.0,Andrea Belotti,3-5-1-1,Michael Fabbri,Match Report,,11.0,4.0,18.4,0.0,0,0,2020,Torino
15,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Away,L,0,4,Lazio,0.8,2.1,46.0,25000.0,Andrea Belotti,3-4-1-2,Daniele Orsato,Match Report,,10.0,2.0,22.8,1.0,0,0,2020,Torino
16,2019-11-02,20:45,Serie A,Matchweek 11,Sat,Home,L,0,1,Juventus,0.4,1.2,42.0,26664.0,Andrea Belotti,3-5-1-1,Daniele Doveri,Match Report,,9.0,4.0,17.1,0.0,0,0,2020,Torino
17,2019-11-09,15:00,Serie A,Matchweek 12,Sat,Away,W,4,0,Brescia,3.3,0.6,56.0,13500.0,Andrea Belotti,3-5-1-1,Marco Guida,Match Report,,19.0,5.0,22.0,3.0,2,2,2020,Torino
18,2019-11-23,20:45,Serie A,Matchweek 13,Sat,Home,L,0,3,Inter,0.6,1.4,59.0,26059.0,Andrea Belotti,3-5-2,Fabio Maresca,Match Report,,12.0,2.0,19.0,1.0,0,0,2020,Torino
19,2019-11-30,18:00,Serie A,Matchweek 14,Sat,Away,W,1,0,Genoa,1.4,1.0,37.0,20000.0,Daniele Baselli,4-4-1-1,Davide Massa,Match Report,,12.0,3.0,15.8,0.0,0,0,2020,Torino
20,2019-12-08,15:00,Serie A,Matchweek 15,Sun,Home,W,2,1,Fiorentina,0.9,1.9,41.0,19955.0,Daniele Baselli,3-4-1-2,Piero Giacomelli,Match Report,,10.0,4.0,21.9,0.0,0,0,2020,Torino
21,2019-12-15,12:30,Serie A,Matchweek 16,Sun,Away,D,3,3,Hellas Verona,1.6,2.4,48.0,14612.0,Daniele Baselli,3-4-3,Federico La Penna,Match Report,,16.0,8.0,21.2,1.0,0,0,2020,Torino
22,2019-12-21,20:45,Serie A,Matchweek 17,Sat,Home,L,1,2,SPAL,1.4,1.0,49.0,18553.0,Andrea Belotti,3-4-3,Michael Fabbri,Match Report,,14.0,6.0,15.4,0.0,0,0,2020,Torino
23,2020-01-05,20:45,Serie A,Matchweek 18,Sun,Away,W,2,0,Roma,2.0,2.1,41.0,38954.0,Andrea Belotti,3-4-3,Marco Di Bello,Match Report,,11.0,5.0,17.2,0.0,1,1,2020,Torino
25,2020-01-12,15:00,Serie A,Matchweek 19,Sun,Home,W,1,0,Bologna,0.5,2.1,40.0,15000.0,Andrea Belotti,3-4-3,Marco Piccinini,Match Report,,7.0,1.0,16.6,0.0,0,0,2020,Torino
26,2020-01-18,18:00,Serie A,Matchweek 20,Sat,Away,L,1,2,Sassuolo,1.0,1.0,45.0,10500.0,Andrea Belotti,3-4-3,Davide Massa,Match Report,,11.0,2.0,16.6,0.0,0,0,2020,Torino
27,2020-01-25,20:45,Serie A,Matchweek 21,Sat,Home,L,0,7,Atalanta,0.6,4.9,44.0,18824.0,Andrea Belotti,3-4-3,Marco Guida,Match Report,,11.0,4.0,19.9,1.0,0,0,2020,Torino
29,2020-02-02,18:00,Serie A,Matchweek 22,Sun,Away,L,0,4,Lecce,0.9,2.1,51.0,21947.0,Andrea Belotti,3-4-3,Gianluca Rocchi,Match Report,,15.0,3.0,18.4,2.0,0,0,2020,Torino
30,2020-02-08,18:00,Serie A,Matchweek 23,Sat,Home,L,1,3,Sampdoria,0.7,1.8,55.0,20664.0,Andrea Belotti,3-4-3,Paolo Valeri,Match Report,,6.0,2.0,15.9,0.0,0,0,2020,Torino
31,2020-02-17,20:45,Serie A,Matchweek 24,Mon,Away,L,0,1,Milan,0.4,1.1,49.0,46114.0,Andrea Belotti,3-4-3,Michael Fabbri,Match Report,,9.0,1.0,25.1,1.0,0,0,2020,Torino
32,2020-02-29,20:45,Serie A,Matchweek 26,Sat,Away,L,1,2,Napoli,0.7,1.8,36.0,23586.0,Andrea Belotti,3-5-2,Maurizio Mariani,Match Report,,7.0,1.0,14.2,0.0,0,0,2020,Torino
33,2020-06-20,19:30,Serie A,Matchweek 25,Sat,Home,D,1,1,Parma,2.4,0.2,51.0,,Andrea Belotti,3-4-1-2,Massimiliano Irrati,Match Report,,19.0,7.0,17.6,1.0,0,1,2020,Torino
34,2020-06-23,21:45,Serie A,Matchweek 27,Tue,Home,W,1,0,Udinese,0.9,1.6,36.0,,Andrea Belotti,3-4-1-2,Fabio Maresca,Match Report,,6.0,3.0,16.0,0.0,0,0,2020,Torino
35,2020-06-27,19:30,Serie A,Matchweek 28,Sat,Away,L,2,4,Cagliari,1.4,1.6,60.0,,Andrea Belotti,3-4-1-2,Maurizio Mariani,Match Report,,21.0,5.0,20.6,2.0,0,0,2020,Torino
36,2020-06-30,19:30,Serie A,Matchweek 29,Tue,Home,L,1,2,Lazio,0.9,0.9,48.0,,Andrea Belotti,3-5-2,Davide Massa,Match Report,,4.0,0.0,26.0,0.0,1,1,2020,Torino
37,2020-07-04,17:15,Serie A,Matchweek 30,Sat,Away,L,1,4,Juventus,1.7,1.7,48.0,,Andrea Belotti,3-4-3,Fabio Maresca,Match Report,,17.0,5.0,19.9,0.0,1,1,2020,Torino
38,2020-07-08,21:45,Serie A,Matchweek 31,Wed,Home,W,3,1,Brescia,1.9,1.4,57.0,,Andrea Belotti,3-4-1-2,Daniele Doveri,Match Report,,20.0,8.0,15.8,0.0,0,0,2020,Torino
39,2020-07-13,21:45,Serie A,Matchweek 32,Mon,Away,L,1,3,Inter,1.5,2.3,40.0,,Andrea Belotti,3-4-3,Davide Massa,Match Report,,11.0,3.0,14.7,0.0,0,0,2020,Torino
40,2020-07-16,19:30,Serie A,Matchweek 33,Thu,Home,W,3,0,Genoa,1.0,1.0,43.0,,Andrea Belotti,3-4-1-2,Gianluca Rocchi,Match Report,,12.0,5.0,19.2,2.0,0,0,2020,Torino
41,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Away,L,0,2,Fiorentina,0.5,1.3,53.0,,Andrea Belotti,3-4-1-2,Maurizio Mariani,Match Report,,7.0,0.0,18.5,1.0,0,0,2020,Torino
42,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Home,D,1,1,Hellas Verona,0.8,1.4,43.0,,Andrea Belotti,3-4-1-2,Paolo Valeri,Match Report,,9.0,3.0,12.0,0.0,0,0,2020,Torino
43,2020-07-26,19:30,Serie A,Matchweek 36,Sun,Away,D,1,1,SPAL,1.7,0.4,44.0,,Andrea Belotti,3-4-1-2,Rosario Abisso,Match Report,,20.0,6.0,17.0,1.0,0,0,2020,Torino
44,2020-07-29,21:45,Serie A,Matchweek 37,Wed,Home,L,2,3,Roma,0.9,2.1,51.0,,Nicolas Nkoulou,3-4-3,Marco Piccinini,Match Report,,9.0,4.0,21.2,0.0,0,0,2020,Torino
45,2020-08-02,20:45,Serie A,Matchweek 38,Sun,Away,D,1,1,Bologna,1.9,0.9,44.0,,Andrea Belotti,3-4-1-2,Antonio Di Martino,Match Report,,15.0,9.0,19.2,2.0,0,0,2020,Torino
1,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Away,D,3,3,Roma,1.3,2.5,47.0,38779.0,Domenico Criscito,3-1-4-2,Giampaolo Calvarese,Match Report,,5.0,3.0,25.7,0.0,1,1,2020,Genoa
2,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Home,W,2,1,Fiorentina,2.1,1.9,49.0,20000.0,Domenico Criscito,3-4-1-2,Piero Giacomelli,Match Report,,23.0,8.0,15.2,1.0,0,0,2020,Genoa
3,2019-09-15,12:30,Serie A,Matchweek 3,Sun,Home,L,1,2,Atalanta,1.4,2.5,52.0,23395.0,Domenico Criscito,3-5-2,Michael Fabbri,Match Report,,15.0,2.0,22.8,1.0,1,1,2020,Genoa
4,2019-09-20,20:45,Serie A,Matchweek 4,Fri,Away,L,1,3,Cagliari,1.1,1.2,57.0,14574.0,Domenico Criscito,3-4-1-2,Gianluca Manganiello,Match Report,,11.0,2.0,12.9,1.0,0,0,2020,Genoa
5,2019-09-25,21:00,Serie A,Matchweek 5,Wed,Home,D,0,0,Bologna,0.3,1.7,42.0,20497.0,Domenico Criscito,3-1-4-2,Davide Massa,Match Report,,7.0,1.0,23.5,1.0,0,0,2020,Genoa
6,2019-09-29,15:00,Serie A,Matchweek 6,Sun,Away,L,0,4,Lazio,0.9,1.4,45.0,26000.0,Domenico Criscito,3-1-4-2,Luca Pairetto,Match Report,,13.0,6.0,21.9,0.0,0,0,2020,Genoa
7,2019-10-05,20:45,Serie A,Matchweek 7,Sat,Home,L,1,2,Milan,1.6,1.6,51.0,22486.0,Domenico Criscito,3-4-1-2,Maurizio Mariani,Match Report,,13.0,5.0,21.1,2.0,0,1,2020,Genoa
8,2019-10-20,18:00,Serie A,Matchweek 8,Sun,Away,L,1,5,Parma,1.5,2.2,62.0,15299.0,Goran Pandev,3-1-4-2,Paolo Valeri,Match Report,,17.0,5.0,16.5,0.0,0,0,2020,Genoa
9,2019-10-26,20:45,Serie A,Matchweek 9,Sat,Home,W,3,1,Brescia,1.1,1.2,62.0,20949.0,Ivan Radovanović,3-4-1-2,Rosario Abisso,Match Report,,17.0,10.0,19.0,1.0,0,0,2020,Genoa
10,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Away,L,1,2,Juventus,0.4,2.7,46.0,38732.0,Goran Pandev,4-2-3-1,Antonio Giua,Match Report,,8.0,3.0,23.4,1.0,0,0,2020,Genoa
11,2019-11-03,15:00,Serie A,Matchweek 11,Sun,Home,L,1,3,Udinese,1.2,1.4,62.0,20030.0,Goran Pandev,4-2-3-1,Fabrizio Pasqua,Match Report,,16.0,2.0,16.1,1.0,0,0,2020,Genoa
12,2019-11-09,20:45,Serie A,Matchweek 12,Sat,Away,D,0,0,Napoli,1.2,1.3,57.0,22947.0,Goran Pandev,4-3-3,Giampaolo Calvarese,Match Report,,12.0,1.0,17.6,0.0,0,0,2020,Genoa
13,2019-11-25,20:45,Serie A,Matchweek 13,Mon,Away,D,1,1,SPAL,1.5,2.5,59.0,12423.0,Domenico Criscito,4-3-3,Piero Giacomelli,Match Report,,14.0,5.0,19.5,1.0,0,0,2020,Genoa
14,2019-11-30,18:00,Serie A,Matchweek 14,Sat,Home,L,0,1,Torino,1.0,1.4,63.0,20000.0,Stefano Sturaro,4-3-3,Davide Massa,Match Report,,13.0,1.0,19.2,0.0,0,0,2020,Genoa
16,2019-12-08,12:30,Serie A,Matchweek 15,Sun,Away,D,2,2,Lecce,2.2,1.1,48.0,21740.0,Domenico Criscito,3-4-1-2,Gianluca Rocchi,Match Report,,13.0,3.0,21.9,1.0,1,1,2020,Genoa
17,2019-12-14,20:45,Serie A,Matchweek 16,Sat,Home,L,0,1,Sampdoria,1.0,0.3,64.0,30658.0,Domenico Criscito,3-4-1-2,Daniele Doveri,Match Report,,9.0,1.0,17.3,1.0,0,0,2020,Genoa
18,2019-12-21,18:00,Serie A,Matchweek 17,Sat,Away,L,0,4,Inter,0.7,2.5,51.0,57490.0,Domenico Criscito,4-3-1-2,Luca Pairetto,Match Report,,9.0,3.0,25.2,2.0,0,0,2020,Genoa
19,2020-01-05,18:00,Serie A,Matchweek 18,Sun,Home,W,2,1,Sassuolo,2.9,0.9,36.0,21033.0,Domenico Criscito,3-1-4-2,Massimiliano Irrati,Match Report,,14.0,5.0,17.5,1.0,1,1,2020,Genoa
21,2020-01-12,18:00,Serie A,Matchweek 19,Sun,Away,L,1,2,Hellas Verona,0.8,2.5,34.0,14849.0,Domenico Criscito,3-5-2,Maurizio Mariani,Match Report,,5.0,3.0,16.7,0.0,0,0,2020,Genoa
22,2020-01-19,18:00,Serie A,Matchweek 20,Sun,Home,L,1,3,Roma,1.6,2.3,46.0,20951.0,Davide Biraschi,3-5-2,Fabio Maresca,Match Report,,9.0,4.0,15.8,0.0,0,0,2020,Genoa
23,2020-01-25,18:00,Serie A,Matchweek 21,Sat,Away,D,0,0,Fiorentina,1.7,1.4,54.0,32903.0,Domenico Criscito,3-5-2,Daniele Orsato,Match Report,,9.0,5.0,20.3,1.0,0,1,2020,Genoa
24,2020-02-02,15:00,Serie A,Matchweek 22,Sun,Away,D,2,2,Atalanta,1.5,2.6,40.0,18755.0,Domenico Criscito,3-5-2,Davide Massa,Match Report,,10.0,4.0,23.2,0.0,1,1,2020,Genoa
25,2020-02-09,15:00,Serie A,Matchweek 23,Sun,Home,W,1,0,Cagliari,1.2,1.2,47.0,21301.0,Domenico Criscito,3-5-2,Giampaolo Calvarese,Match Report,,13.0,5.0,16.2,0.0,0,0,2020,Genoa
26,2020-02-15,18:00,Serie A,Matchweek 24,Sat,Away,W,3,0,Bologna,1.5,0.6,44.0,21513.0,Domenico Criscito,3-5-2,Davide Massa,Match Report,,6.0,4.0,18.1,0.0,1,1,2020,Genoa
27,2020-02-23,12:30,Serie A,Matchweek 25,Sun,Home,L,2,3,Lazio,1.3,1.4,59.0,25000.0,Domenico Criscito,3-5-2,Fabio Maresca,Match Report,,12.0,5.0,25.6,1.0,1,1,2020,Genoa
28,2020-03-08,15:00,Serie A,Matchweek 26,Sun,Away,W,2,1,Milan,1.9,1.8,38.0,,Domenico Criscito,3-5-2,Daniele Doveri,Match Report,,11.0,3.0,16.1,0.0,0,0,2020,Genoa
29,2020-06-23,21:45,Serie A,Matchweek 27,Tue,Home,L,1,4,Parma,2.1,2.0,57.0,,Domenico Criscito,3-5-2,Piero Giacomelli,Match Report,,11.0,1.0,18.9,0.0,1,2,2020,Genoa
30,2020-06-27,17:15,Serie A,Matchweek 28,Sat,Away,D,2,2,Brescia,2.4,1.5,54.0,,Davide Biraschi,3-4-1-2,Massimiliano Irrati,Match Report,,15.0,5.0,18.6,1.0,2,2,2020,Genoa
31,2020-06-30,21:45,Serie A,Matchweek 29,Tue,Home,L,1,3,Juventus,0.2,0.8,37.0,,Stefano Sturaro,3-5-2,Giampaolo Calvarese,Match Report,,4.0,2.0,20.9,0.0,0,0,2020,Genoa
32,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Away,D,2,2,Udinese,1.2,0.6,53.0,,Davide Biraschi,3-5-2,Daniele Orsato,Match Report,,7.0,3.0,21.7,2.0,0,1,2020,Genoa
33,2020-07-08,19:30,Serie A,Matchweek 31,Wed,Home,L,1,2,Napoli,0.5,1.6,34.0,,Davide Biraschi,3-5-2,Maurizio Mariani,Match Report,,8.0,3.0,14.9,0.0,0,0,2020,Genoa
34,2020-07-12,17:15,Serie A,Matchweek 32,Sun,Home,W,2,0,SPAL,2.6,0.1,55.0,,Davide Biraschi,4-3-2-1,Marco Guida,Match Report,,15.0,7.0,22.8,2.0,0,1,2020,Genoa
35,2020-07-16,19:30,Serie A,Matchweek 33,Thu,Away,L,0,3,Torino,1.0,1.0,57.0,,Davide Biraschi,3-4-1-2,Gianluca Rocchi,Match Report,,14.0,5.0,18.3,0.0,0,0,2020,Genoa
36,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Home,W,2,1,Lecce,0.4,1.8,47.0,,Domenico Criscito,4-4-2,Daniele Doveri,Match Report,,10.0,3.0,20.6,1.0,0,0,2020,Genoa
37,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Away,W,2,1,Sampdoria,1.1,1.1,48.0,,Domenico Criscito,4-4-2,Marco Guida,Match Report,,7.0,4.0,23.1,0.0,1,1,2020,Genoa
38,2020-07-25,19:30,Serie A,Matchweek 36,Sat,Home,L,0,3,Inter,0.5,2.1,44.0,,Domenico Criscito,3-5-2,Davide Massa,Match Report,,9.0,2.0,19.0,1.0,0,0,2020,Genoa
39,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Away,L,0,5,Sassuolo,1.1,2.6,46.0,,Davide Biraschi,4-4-2,Fabio Maresca,Match Report,,12.0,2.0,17.2,0.0,0,0,2020,Genoa
40,2020-08-02,20:45,Serie A,Matchweek 38,Sun,Home,W,3,0,Hellas Verona,0.8,1.1,34.0,,Domenico Criscito,3-5-2,Massimiliano Irrati,Match Report,,4.0,4.0,13.8,0.0,0,0,2020,Genoa
1,2019-08-26,20:45,Serie A,Matchweek 1,Mon,Away,L,0,4,Inter,0.6,1.7,41.0,64188.0,Fabio Lucioni,4-2-3-1,Federico La Penna,Match Report,,17.0,1.0,23.7,0.0,0,0,2020,Lecce
2,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Home,L,0,1,Hellas Verona,0.9,1.4,48.0,24418.0,Marco Mancosu,4-3-1-2,Juan Sacchi,Match Report,,15.0,3.0,18.5,0.0,0,0,2020,Lecce
3,2019-09-16,20:45,Serie A,Matchweek 3,Mon,Away,W,2,1,Torino,1.1,2.0,40.0,21620.0,Fabio Lucioni,4-3-2-1,Antonio Giua,Match Report,,19.0,5.0,18.5,0.0,0,0,2020,Lecce
4,2019-09-22,15:00,Serie A,Matchweek 4,Sun,Home,L,1,4,Napoli,1.5,2.9,38.0,21644.0,Marco Mancosu,4-3-3,Marco Piccinini,Match Report,,9.0,2.0,18.4,0.0,1,1,2020,Lecce
5,2019-09-25,21:00,Serie A,Matchweek 5,Wed,Away,W,3,1,SPAL,2.2,1.0,42.0,13292.0,Marco Mancosu,4-3-3,Gianluca Rocchi,Match Report,,6.0,1.0,24.8,0.0,2,2,2020,Lecce
6,2019-09-29,15:00,Serie A,Matchweek 6,Sun,Home,L,0,1,Roma,0.7,2.1,41.0,26044.0,Marco Mancosu,4-3-1-2,Rosario Abisso,Match Report,,13.0,6.0,18.7,0.0,0,0,2020,Lecce
7,2019-10-06,15:00,Serie A,Matchweek 7,Sun,Away,L,1,3,Atalanta,1.3,3.4,43.0,20771.0,Marco Mancosu,4-3-1-2,Marco Di Bello,Match Report,,7.0,2.0,16.1,0.0,0,0,2020,Lecce
8,2019-10-20,20:45,Serie A,Matchweek 8,Sun,Away,D,2,2,Milan,1.4,1.8,36.0,48703.0,Marco Mancosu,4-3-1-2,Fabrizio Pasqua,Match Report,,12.0,5.0,21.5,1.0,0,1,2020,Lecce
9,2019-10-26,15:00,Serie A,Matchweek 9,Sat,Home,D,1,1,Juventus,1.1,3.6,30.0,26591.0,Marco Mancosu,4-3-1-2,Paolo Valeri,Match Report,,9.0,4.0,22.1,0.0,1,1,2020,Lecce
10,2019-10-30,21:00,Serie A,Matchweek 10,Wed,Away,D,1,1,Sampdoria,1.0,1.6,49.0,18685.0,Fabio Lucioni,4-3-1-2,Davide Massa,Match Report,,12.0,4.0,19.0,0.0,0,0,2020,Lecce
11,2019-11-03,15:00,Serie A,Matchweek 11,Sun,Home,D,2,2,Sassuolo,0.4,2.2,39.0,22087.0,Marco Mancosu,4-3-1-2,Riccardo Ros,Match Report,,9.0,4.0,21.8,1.0,0,0,2020,Lecce
12,2019-11-10,15:00,Serie A,Matchweek 12,Sun,Away,L,2,4,Lazio,2.5,3.8,44.0,35000.0,Marco Mancosu,4-3-1-2,Gianluca Manganiello,Match Report,,18.0,9.0,20.9,1.0,0,1,2020,Lecce
13,2019-11-25,15:00,Serie A,Matchweek 13,Mon,Home,D,2,2,Cagliari,3.4,1.0,57.0,21435.0,Fabio Lucioni,4-3-1-2,Maurizio Mariani,Match Report,,27.0,6.0,17.9,1.0,1,1,2020,Lecce
14,2019-11-30,20:45,Serie A,Matchweek 14,Sat,Away,W,1,0,Fiorentina,1.1,1.5,37.0,33912.0,Fabio Lucioni,4-3-1-2,Marco Piccinini,Match Report,,6.0,5.0,19.8,0.0,0,0,2020,Lecce
16,2019-12-08,12:30,Serie A,Matchweek 15,Sun,Home,D,2,2,Genoa,1.1,2.2,52.0,21740.0,Fabio Lucioni,4-3-1-2,Gianluca Rocchi,Match Report,,22.0,5.0,19.1,0.0,0,0,2020,Lecce
17,2019-12-14,15:00,Serie A,Matchweek 16,Sat,Away,L,0,3,Brescia,1.3,3.6,61.0,13131.0,Andrea Tabanelli,4-3-1-2,Massimiliano Irrati,Match Report,,11.0,4.0,20.3,1.0,0,0,2020,Lecce
18,2019-12-22,15:00,Serie A,Matchweek 17,Sun,Home,L,2,3,Bologna,1.3,4.1,50.0,24178.0,Marco Mancosu,4-3-1-2,Rosario Abisso,Match Report,,12.0,4.0,18.6,0.0,0,0,2020,Lecce
19,2020-01-06,18:00,Serie A,Matchweek 18,Mon,Home,L,0,1,Udinese,0.7,0.7,47.0,21321.0,Marco Mancosu,4-3-1-2,Antonio Giua,Match Report,,15.0,4.0,19.0,0.0,0,0,2020,Lecce
20,2020-01-13,20:45,Serie A,Matchweek 19,Mon,Away,L,0,2,Parma,0.9,1.8,51.0,15258.0,Marco Mancosu,4-3-1-2,Michael Fabbri,Match Report,,19.0,4.0,21.2,1.0,0,0,2020,Lecce
21,2020-01-19,15:00,Serie A,Matchweek 20,Sun,Home,D,1,1,Inter,1.2,1.7,34.0,25966.0,Marco Mancosu,5-3-2,Piero Giacomelli,Match Report,,12.0,2.0,17.4,1.0,0,0,2020,Lecce
22,2020-01-26,15:00,Serie A,Matchweek 21,Sun,Away,L,0,3,Hellas Verona,0.6,2.6,39.0,15425.0,Marco Mancosu,5-3-2,Rosario Abisso,Match Report,,4.0,0.0,17.7,0.0,0,0,2020,Lecce
23,2020-02-02,18:00,Serie A,Matchweek 22,Sun,Home,W,4,0,Torino,2.1,0.9,49.0,21947.0,Fabio Lucioni,4-3-1-2,Gianluca Rocchi,Match Report,,17.0,9.0,21.6,1.0,1,1,2020,Lecce
24,2020-02-09,15:00,Serie A,Matchweek 23,Sun,Away,W,3,2,Napoli,1.7,3.5,40.0,40825.0,Fabio Lucioni,4-3-1-2,Antonio Giua,Match Report,,15.0,10.0,17.2,1.0,0,0,2020,Lecce
25,2020-02-15,15:00,Serie A,Matchweek 24,Sat,Home,W,2,1,SPAL,1.6,1.6,48.0,24129.0,Marco Mancosu,4-3-1-2,Marco Guida,Match Report,,11.0,3.0,21.1,1.0,1,1,2020,Lecce
26,2020-02-23,18:00,Serie A,Matchweek 25,Sun,Away,L,0,4,Roma,0.7,3.7,46.0,34293.0,Marco Mancosu,4-3-2-1,Piero Giacomelli,Match Report,,14.0,3.0,19.3,1.0,0,0,2020,Lecce
27,2020-03-01,15:00,Serie A,Matchweek 26,Sun,Home,L,2,7,Atalanta,0.4,4.6,35.0,21344.0,Marco Mancosu,4-3-2-1,Davide Massa,Match Report,,9.0,3.0,19.2,0.0,0,0,2020,Lecce
28,2020-06-22,19:30,Serie A,Matchweek 27,Mon,Home,L,1,4,Milan,1.3,2.3,39.0,,Marco Mancosu,4-3-1-2,Paolo Valeri,Match Report,,9.0,0.0,20.6,2.0,1,1,2020,Lecce
29,2020-06-26,21:45,Serie A,Matchweek 28,Fri,Away,L,0,4,Juventus,0.3,3.9,36.0,,Marco Mancosu,5-3-2,Marco Piccinini,Match Report,,9.0,3.0,23.2,0.0,0,0,2020,Lecce
30,2020-07-01,21:45,Serie A,Matchweek 29,Wed,Home,L,1,2,Sampdoria,1.7,2.0,59.0,,Marco Mancosu,5-3-2,Gianluca Rocchi,Match Report,,14.0,5.0,20.1,1.0,1,1,2020,Lecce
31,2020-07-04,19:30,Serie A,Matchweek 30,Sat,Away,L,2,4,Sassuolo,2.3,1.5,35.0,,Fabio Lucioni,4-3-1-2,Davide Massa,Match Report,,9.0,2.0,18.1,0.0,1,1,2020,Lecce
32,2020-07-07,19:30,Serie A,Matchweek 31,Tue,Home,W,2,1,Lazio,2.6,2.3,42.0,,Marco Mancosu,4-3-3,Fabio Maresca,Match Report,,14.0,3.0,23.3,1.0,0,1,2020,Lecce
33,2020-07-12,19:30,Serie A,Matchweek 32,Sun,Away,D,0,0,Cagliari,1.3,2.0,47.0,,Marco Mancosu,4-3-2-1,Daniele Orsato,Match Report,,21.0,8.0,20.2,3.0,0,0,2020,Lecce
34,2020-07-15,21:45,Serie A,Matchweek 33,Wed,Home,L,1,3,Fiorentina,0.6,2.2,49.0,,Marco Mancosu,4-3-2-1,Marco Guida,Match Report,,10.0,2.0,20.8,0.0,0,0,2020,Lecce
35,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Away,L,1,2,Genoa,1.8,0.4,53.0,,Marco Mancosu,4-3-2-1,Daniele Doveri,Match Report,,16.0,1.0,17.8,0.0,0,1,2020,Lecce
36,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Home,W,3,1,Brescia,2.7,1.0,55.0,,Marco Mancosu,4-1-4-1,Fabio Maresca,Match Report,,17.0,11.0,15.3,0.0,0,0,2020,Lecce
37,2020-07-26,17:15,Serie A,Matchweek 36,Sun,Away,L,2,3,Bologna,2.2,2.6,45.0,,Marco Mancosu,4-3-2-1,Giampaolo Calvarese,Match Report,,25.0,9.0,17.3,1.0,0,0,2020,Lecce
38,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Away,W,2,1,Udinese,2.2,1.2,54.0,,Marco Mancosu,4-3-2-1,Daniele Orsato,Match Report,,13.0,6.0,23.6,0.0,1,1,2020,Lecce
39,2020-08-02,20:45,Serie A,Matchweek 38,Sun,Home,L,3,4,Parma,2.7,3.2,51.0,,Marco Mancosu,4-3-2-1,Maurizio Mariani,Match Report,,16.0,7.0,16.1,0.0,0,0,2020,Lecce
1,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Away,W,1,0,Cagliari,1.3,1.2,43.0,16099.0,Dimitri Bisoli,4-3-1-2,Eugenio Abbattista,Match Report,,9.0,1.0,15.3,0.0,1,1,2020,Brescia
2,2019-08-31,18:00,Serie A,Matchweek 2,Sat,Away,L,0,1,Milan,0.7,1.5,38.0,56691.0,Ernesto Torregrossa,4-3-1-2,Rosario Abisso,Match Report,,6.0,1.0,17.8,1.0,0,0,2020,Brescia
3,2019-09-15,15:00,Serie A,Matchweek 3,Sun,Home,L,3,4,Bologna,1.3,3.0,34.0,15000.0,Dimitri Bisoli,4-3-1-2,Gianluca Rocchi,Match Report,,9.0,6.0,21.5,0.0,0,0,2020,Brescia
