,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team,wwages,awages,age
0,2022-08-06,21:00,Ligue 1,Matchweek 1,Sat,Away,W,5.0,0.0,Clermont Foot,3.5,0.3,62.0,12203.0,Marquinhos,3-4-3,Jeremy Stinat,Match Report,,18.0,12.0,12.9,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
1,2022-08-13,21:00,Ligue 1,Matchweek 2,Sat,Home,W,5.0,2.0,Montpellier,3.2,0.9,59.0,46000.0,Marquinhos,3-4-1-2,Willy Delajod,Match Report,,18.0,8.0,18.2,3.0,1.0,2.0,2023,Paris Saint Germain,6953654,361590000,26.9
2,2022-08-21,20:45,Ligue 1,Matchweek 3,Sun,Away,W,7.0,1.0,Lille,3.4,1.7,52.0,47526.0,Marquinhos,3-4-3,Clément Turpin,Match Report,,16.0,9.0,11.9,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
3,2022-08-28,20:45,Ligue 1,Matchweek 4,Sun,Home,D,1.0,1.0,Monaco,2.7,1.2,67.0,46000.0,Marquinhos,3-4-3,Benoît Bastien,Match Report,,17.0,4.0,18.7,0.0,1.0,1.0,2023,Paris Saint Germain,6953654,361590000,26.9
4,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Away,W,3.0,0.0,Toulouse,2.8,0.8,62.0,31700.0,Marquinhos,3-4-3,Hakim Ben El Hadj Salem,Match Report,,20.0,12.0,14.8,2.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
5,2022-09-03,21:00,Ligue 1,Matchweek 6,Sat,Away,W,3.0,0.0,Nantes,2.7,0.4,60.0,34406.0,Marquinhos,3-4-3,Pierre Gaillouste,Match Report,,19.0,6.0,13.2,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
6,2022-09-10,17:00,Ligue 1,Matchweek 7,Sat,Home,W,1.0,0.0,Brest,1.7,1.1,61.0,45000.0,Presnel Kimpembe,3-4-1-2,Jérémie Pignard,Match Report,,13.0,4.0,13.7,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
7,2022-09-18,20:45,Ligue 1,Matchweek 8,Sun,Away,W,1.0,0.0,Lyon,1.6,1.0,65.0,58230.0,Marquinhos,3-4-3,François Letexier,Match Report,,15.0,7.0,15.0,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
8,2022-10-01,21:00,Ligue 1,Matchweek 9,Sat,Home,W,2.0,1.0,Nice,1.0,0.5,57.0,47000.0,Marquinhos,3-4-3,Jérôme Brisard,Match Report,,12.0,4.0,20.1,3.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
9,2022-10-08,21:00,Ligue 1,Matchweek 10,Sat,Away,D,0.0,0.0,Reims,1.2,1.8,63.0,20543.0,Marquinhos,3-4-3,Pierre Gaillouste,Match Report,,11.0,3.0,17.1,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
10,2022-10-16,20:45,Ligue 1,Matchweek 11,Sun,Home,W,1.0,0.0,Marseille,2.5,1.2,50.0,47000.0,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,23.0,8.0,16.4,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
11,2022-10-21,21:00,Ligue 1,Matchweek 12,Fri,Away,W,3.0,0.0,Ajaccio,2.5,0.3,65.0,10000.0,Marquinhos,4-3-1-2,Johan Hamel,Match Report,,11.0,6.0,13.6,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
12,2022-10-29,17:00,Ligue 1,Matchweek 13,Sat,Home,W,4.0,3.0,Troyes,2.9,2.0,67.0,47000.0,Presnel Kimpembe,4-3-3,Eric Wattellier,Match Report,,18.0,10.0,19.8,1.0,1.0,1.0,2023,Paris Saint Germain,6953654,361590000,26.9
13,2022-11-06,13:00,Ligue 1,Matchweek 14,Sun,Away,W,2.0,1.0,Lorient,1.6,0.8,59.0,16778.0,Marquinhos,3-4-1-2,Benoît Bastien,Match Report,,15.0,7.0,13.6,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
14,2022-11-13,13:00,Ligue 1,Matchweek 15,Sun,Home,W,5.0,0.0,Auxerre,2.0,0.7,59.0,45000.0,Marco Verratti,4-3-1-2,Thomas Léonard,Match Report,,9.0,6.0,13.5,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
15,2022-12-28,21:00,Ligue 1,Matchweek 16,Wed,Home,W,2.0,1.0,Strasbourg,2.1,1.3,71.0,47000.0,Marquinhos,4-3-1-2,Clément Turpin,Match Report,,9.0,5.0,17.6,0.0,1.0,1.0,2023,Paris Saint Germain,6953654,361590000,26.9
16,2023-01-01,20:45,Ligue 1,Matchweek 17,Sun,Away,L,1.0,3.0,Lens,1.6,1.8,59.0,38047.0,Marquinhos,4-3-1-2,Jérôme Brisard,Match Report,,16.0,6.0,15.5,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
17,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Home,W,2.0,0.0,Angers,1.3,0.5,66.0,47000.0,Marquinhos,3-4-3,Eric Wattellier,Match Report,,9.0,6.0,14.7,2.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
18,2023-01-15,20:45,Ligue 1,Matchweek 19,Sun,Away,L,0.0,1.0,Rennes,1.0,0.8,65.0,27566.0,Marquinhos,3-4-3,Benoît Bastien,Match Report,,8.0,1.0,19.6,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
19,2023-01-29,20:45,Ligue 1,Matchweek 20,Sun,Home,D,1.0,1.0,Reims,1.6,2.5,59.0,46000.0,Marquinhos,4-2-3-1,Ruddy Buquet,Match Report,,12.0,4.0,13.9,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
20,2023-02-01,21:00,Ligue 1,Matchweek 21,Wed,Away,W,3.0,1.0,Montpellier,4.4,0.5,66.0,17454.0,Marquinhos,4-1-3-2,Jérémie Pignard,Match Report,,18.0,7.0,14.7,1.0,0.0,1.0,2023,Paris Saint Germain,6953654,361590000,26.9
21,2023-02-04,17:00,Ligue 1,Matchweek 22,Sat,Home,W,2.0,1.0,Toulouse,1.9,0.8,61.0,45000.0,Marquinhos,4-1-2-1-2◆,Bastien Dechepy,Match Report,,22.0,5.0,17.0,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
22,2023-02-11,17:00,Ligue 1,Matchweek 23,Sat,Away,L,1.0,3.0,Monaco,0.8,2.9,58.0,16500.0,Marquinhos,3-5-2,Clément Turpin,Match Report,,7.0,2.0,18.5,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
23,2023-02-19,13:00,Ligue 1,Matchweek 24,Sun,Home,W,4.0,3.0,Lille,2.0,2.4,46.0,46000.0,Presnel Kimpembe,4-3-1-2,Willy Delajod,Match Report,,12.0,10.0,13.7,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
24,2023-02-26,20:45,Ligue 1,Matchweek 25,Sun,Away,W,3.0,0.0,Marseille,2.0,1.6,46.0,65894.0,Marquinhos,3-5-2,Clément Turpin,Match Report,,12.0,7.0,13.1,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
25,2023-03-04,21:00,Ligue 1,Matchweek 26,Sat,Home,W,4.0,2.0,Nantes,1.4,0.4,67.0,47926.0,Marquinhos,3-5-2,Jeremy Stinat,Match Report,,17.0,11.0,17.9,2.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
26,2023-03-11,21:00,Ligue 1,Matchweek 27,Sat,Away,W,2.0,1.0,Brest,2.6,0.6,61.0,14935.0,Kylian Mbappé,4-2-2-2,Marc Bollengier,Match Report,,17.0,8.0,16.1,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
27,2023-03-19,17:05,Ligue 1,Matchweek 28,Sun,Home,L,0.0,2.0,Rennes,1.7,1.5,60.0,47000.0,Kylian Mbappé,3-5-2,Willy Delajod,Match Report,,17.0,8.0,16.2,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
28,2023-04-02,20:45,Ligue 1,Matchweek 29,Sun,Home,L,0.0,1.0,Lyon,1.1,1.6,62.0,47000.0,Marquinhos,3-5-2,François Letexier,Match Report,,16.0,5.0,19.8,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
29,2023-04-08,21:00,Ligue 1,Matchweek 30,Sat,Away,W,2.0,0.0,Nice,1.2,1.5,55.0,34456.0,Marquinhos,3-5-2,Jérémie Pignard,Match Report,,13.0,4.0,18.7,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
30,2023-04-15,21:00,Ligue 1,Matchweek 31,Sat,Home,W,3.0,1.0,Lens,1.2,1.8,62.0,47120.0,Marquinhos,3-5-2,Willy Delajod,Match Report,,15.0,7.0,19.5,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
31,2023-04-21,21:00,Ligue 1,Matchweek 32,Fri,Away,W,2.0,1.0,Angers,1.6,1.8,65.0,16914.0,Marquinhos,3-5-2,Eric Wattellier,Match Report,,10.0,4.0,15.7,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
32,2023-04-30,17:05,Ligue 1,Matchweek 33,Sun,Home,L,1.0,3.0,Lorient,1.8,2.9,54.0,41454.0,Marquinhos,4-4-2,Jérôme Brisard,Match Report,,13.0,4.0,21.3,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
33,2023-05-07,20:45,Ligue 1,Matchweek 34,Sun,Away,W,3.0,1.0,Troyes,4.1,0.7,60.0,18890.0,Marquinhos,3-5-2,Ruddy Buquet,Match Report,,31.0,12.0,16.5,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
34,2023-05-13,21:00,Ligue 1,Matchweek 35,Sat,Home,W,5.0,0.0,Ajaccio,2.3,0.4,73.0,47926.0,Marquinhos,3-4-3,Pierre Gaillouste,Match Report,,16.0,9.0,15.4,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
35,2023-05-21,20:45,Ligue 1,Matchweek 36,Sun,Away,W,2.0,1.0,Auxerre,2.1,0.9,63.0,16682.0,Marquinhos,3-4-3,Benoît Bastien,Match Report,,15.0,4.0,15.7,0.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
36,2023-05-27,21:00,Ligue 1,Matchweek 37,Sat,Away,D,1.0,1.0,Strasbourg,1.0,1.2,66.0,25828.0,Kylian Mbappé,3-5-2,Jérôme Brisard,Match Report,,7.0,2.0,14.2,1.0,0.0,0.0,2023,Paris Saint Germain,6953654,361590000,26.9
37,2023-06-03,21:00,Ligue 1,Matchweek 38,Sat,Home,L,2.0,3.0,Clermont Foot,2.2,3.1,54.0,47926.0,Kylian Mbappé,3-4-1-2,Thomas Léonard,Match Report,,15.0,5.0,17.5,2.0,1.0,1.0,2023,Paris Saint Germain,6953654,361590000,26.9
38,2022-08-07,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3.0,2.0,Brest,2.5,1.2,61.0,37015.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,15.0,6.0,13.0,0.0,0.0,1.0,2023,Lens,215385,11200000,26.4
39,2022-08-14,15:00,Ligue 1,Matchweek 2,Sun,Away,D,0.0,0.0,Ajaccio,1.4,0.5,64.0,9070.0,Seko Fofana,3-4-1-2,Stéphanie Frappart,Match Report,,12.0,3.0,17.9,2.0,0.0,0.0,2023,Lens,215385,11200000,26.4
40,2022-08-20,17:00,Ligue 1,Matchweek 3,Sat,Away,W,4.0,1.0,Monaco,2.5,1.6,54.0,8700.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,13.0,5.0,15.8,0.0,1.0,1.0,2023,Lens,215385,11200000,26.4
41,2022-08-27,21:00,Ligue 1,Matchweek 4,Sat,Home,W,2.0,1.0,Rennes,1.3,1.0,51.0,37848.0,Seko Fofana,3-4-3,Jérôme Brisard,Match Report,,17.0,4.0,19.9,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
42,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Home,W,5.0,2.0,Lorient,3.0,1.1,58.0,37161.0,Florian Sotoca,3-4-3,Benoît Bastien,Match Report,,15.0,8.0,13.2,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
43,2022-09-04,15:00,Ligue 1,Matchweek 6,Sun,Away,D,1.0,1.0,Reims,1.9,2.1,63.0,15761.0,Florian Sotoca,3-4-3,Eric Wattellier,Match Report,,20.0,4.0,16.1,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
44,2022-09-09,21:00,Ligue 1,Matchweek 7,Fri,Home,W,1.0,0.0,Troyes,1.4,0.7,63.0,37344.0,Florian Sotoca,3-4-3,Hakim Ben El Hadj Salem,Match Report,,12.0,3.0,16.1,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
45,2022-09-18,17:05,Ligue 1,Matchweek 8,Sun,Away,D,0.0,0.0,Nantes,0.9,0.9,58.0,28854.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,8.0,2.0,17.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
46,2022-10-02,20:45,Ligue 1,Matchweek 9,Sun,Home,W,1.0,0.0,Lyon,2.9,0.1,52.0,36674.0,Seko Fofana,3-4-3,Benoît Bastien,Match Report,,20.0,5.0,15.6,0.0,1.0,1.0,2023,Lens,215385,11200000,26.4
47,2022-10-09,20:45,Ligue 1,Matchweek 10,Sun,Away,L,0.0,1.0,Lille,1.2,2.6,55.0,48527.0,Seko Fofana,3-4-3,François Letexier,Match Report,,9.0,2.0,22.8,0.0,0.0,1.0,2023,Lens,215385,11200000,26.4
48,2022-10-15,21:00,Ligue 1,Matchweek 11,Sat,Home,W,1.0,0.0,Montpellier,1.8,0.7,65.0,37320.0,Seko Fofana,3-4-3,Hakim Ben El Hadj Salem,Match Report,,17.0,5.0,19.4,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
49,2022-10-22,21:00,Ligue 1,Matchweek 12,Sat,Away,W,1.0,0.0,Marseille,0.9,1.8,44.0,56414.0,Seko Fofana,3-5-2,Benoît Millot,Match Report,,12.0,4.0,19.2,1.0,0.0,0.0,2023,Lens,215385,11200000,26.4
50,2022-10-28,21:00,Ligue 1,Matchweek 13,Fri,Home,W,3.0,0.0,Toulouse,2.4,0.7,52.0,37488.0,Seko Fofana,3-4-3,Florent Batta,Match Report,,12.0,7.0,16.6,0.0,0.0,1.0,2023,Lens,215385,11200000,26.4
51,2022-11-05,21:00,Ligue 1,Matchweek 14,Sat,Away,W,2.0,1.0,Angers,1.8,0.5,56.0,11585.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,12.0,4.0,14.9,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
52,2022-11-12,17:00,Ligue 1,Matchweek 15,Sat,Home,W,2.0,1.0,Clermont Foot,1.5,0.2,61.0,37519.0,Seko Fofana,3-4-3,Hakim Ben El Hadj Salem,Match Report,,16.0,3.0,16.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
53,2022-12-29,21:00,Ligue 1,Matchweek 16,Thu,Away,D,0.0,0.0,Nice,1.0,1.0,59.0,24672.0,Seko Fofana,3-4-3,Benoît Millot,Match Report,,10.0,2.0,17.0,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
54,2023-01-01,20:45,Ligue 1,Matchweek 17,Sun,Home,W,3.0,1.0,Paris S-G,1.8,1.6,41.0,38047.0,Seko Fofana,3-4-3,Jérôme Brisard,Match Report,,10.0,4.0,16.7,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
55,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Away,D,2.0,2.0,Strasbourg,1.9,0.8,65.0,25624.0,Seko Fofana,3-4-3,François Letexier,Match Report,,15.0,8.0,14.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
56,2023-01-14,17:00,Ligue 1,Matchweek 19,Sat,Home,W,1.0,0.0,Auxerre,2.0,0.3,67.0,38208.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,9.0,1.0,18.1,0.0,1.0,1.0,2023,Lens,215385,11200000,26.4
57,2023-01-28,17:00,Ligue 1,Matchweek 20,Sat,Away,D,1.0,1.0,Troyes,2.9,1.2,73.0,13500.0,Seko Fofana,3-4-3,Clément Turpin,Match Report,,21.0,4.0,12.9,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
58,2023-02-01,21:00,Ligue 1,Matchweek 21,Wed,Home,L,0.0,1.0,Nice,0.6,2.1,55.0,37437.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,9.0,4.0,20.2,1.0,0.0,0.0,2023,Lens,215385,11200000,26.4
59,2023-02-05,17:05,Ligue 1,Matchweek 22,Sun,Away,D,1.0,1.0,Brest,2.5,2.0,66.0,11639.0,Seko Fofana,5-4-1,Benoît Bastien,Match Report,,20.0,7.0,14.9,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
60,2023-02-12,20:45,Ligue 1,Matchweek 23,Sun,Away,L,1.0,2.0,Lyon,1.1,1.4,59.0,53426.0,Seko Fofana,3-4-3,Eric Wattellier,Match Report,,14.0,4.0,19.4,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
61,2023-02-19,17:05,Ligue 1,Matchweek 24,Sun,Home,W,3.0,1.0,Nantes,2.4,0.3,57.0,37984.0,Seko Fofana,3-4-3,Pierre Gaillouste,Match Report,,19.0,6.0,16.2,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
62,2023-02-25,21:00,Ligue 1,Matchweek 25,Sat,Away,D,1.0,1.0,Montpellier,1.9,0.6,61.0,17074.0,Seko Fofana,3-4-3,Jérôme Brisard,Match Report,,19.0,6.0,14.1,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
63,2023-03-04,17:00,Ligue 1,Matchweek 26,Sat,Home,D,1.0,1.0,Lille,0.9,1.6,38.0,37974.0,Seko Fofana,4-2-3-1,François Letexier,Match Report,,10.0,1.0,15.0,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
64,2023-03-12,13:00,Ligue 1,Matchweek 27,Sun,Away,W,4.0,0.0,Clermont Foot,2.0,1.2,53.0,12311.0,Seko Fofana,4-2-3-1,Jeremy Stinat,Match Report,,13.0,6.0,13.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
65,2023-03-18,21:00,Ligue 1,Matchweek 28,Sat,Home,W,3.0,0.0,Angers,1.6,0.5,46.0,37410.0,Seko Fofana,4-1-4-1,Bastien Dechepy,Match Report,,12.0,6.0,14.7,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
66,2023-04-01,21:00,Ligue 1,Matchweek 29,Sat,Away,W,1.0,0.0,Rennes,1.5,1.0,44.0,28556.0,Seko Fofana,3-4-3,Clément Turpin,Match Report,,12.0,4.0,14.0,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
67,2023-04-07,21:00,Ligue 1,Matchweek 30,Fri,Home,W,2.0,1.0,Strasbourg,1.0,0.8,54.0,38223.0,Seko Fofana,3-4-3,Pierre Gaillouste,Match Report,,13.0,9.0,16.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
68,2023-04-15,21:00,Ligue 1,Matchweek 31,Sat,Away,L,1.0,3.0,Paris S-G,1.8,1.2,38.0,47120.0,Seko Fofana,3-4-3,Willy Delajod,Match Report,,13.0,6.0,16.5,0.0,1.0,1.0,2023,Lens,215385,11200000,26.4
69,2023-04-22,21:00,Ligue 1,Matchweek 32,Sat,Home,W,3.0,0.0,Monaco,2.3,1.6,62.0,38223.0,Seko Fofana,3-4-3,François Letexier,Match Report,,21.0,7.0,19.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
70,2023-05-02,21:00,Ligue 1,Matchweek 33,Tue,Away,W,1.0,0.0,Toulouse,1.2,0.6,53.0,30866.0,Seko Fofana,3-4-3,Bastien Dechepy,Match Report,,11.0,3.0,17.4,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
71,2023-05-06,21:00,Ligue 1,Matchweek 34,Sat,Home,W,2.0,1.0,Marseille,0.7,1.3,43.0,38220.0,Seko Fofana,3-4-3,Clément Turpin,Match Report,,9.0,3.0,18.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
72,2023-05-12,21:00,Ligue 1,Matchweek 35,Fri,Home,W,2.0,1.0,Reims,1.5,1.7,40.0,37701.0,Seko Fofana,3-4-3,Jérémie Pignard,Match Report,,7.0,5.0,21.2,1.0,1.0,1.0,2023,Lens,215385,11200000,26.4
73,2023-05-21,17:05,Ligue 1,Matchweek 36,Sun,Away,W,3.0,1.0,Lorient,1.9,1.3,53.0,16724.0,Seko Fofana,3-4-3,Stéphanie Frappart,Match Report,,15.0,7.0,16.0,1.0,0.0,0.0,2023,Lens,215385,11200000,26.4
74,2023-05-27,21:00,Ligue 1,Matchweek 37,Sat,Home,W,3.0,0.0,Ajaccio,2.3,0.2,79.0,37601.0,Seko Fofana,3-4-3,Thomas Léonard,Match Report,,11.0,2.0,16.7,0.0,1.0,1.0,2023,Lens,215385,11200000,26.4
75,2023-06-03,21:00,Ligue 1,Matchweek 38,Sat,Away,W,3.0,1.0,Auxerre,3.0,3.1,49.0,17246.0,Jonathan Gradit,3-4-3,Benoît Millot,Match Report,,15.0,7.0,14.3,0.0,0.0,0.0,2023,Lens,215385,11200000,26.4
76,2022-08-07,20:45,Ligue 1,Matchweek 1,Sun,Home,W,4.0,1.0,Reims,2.1,0.9,56.0,62738.0,Valentin Rongier,3-4-3,Jérôme Brisard,Match Report,,16.0,6.0,13.8,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
77,2022-08-14,20:45,Ligue 1,Matchweek 2,Sun,Away,D,1.0,1.0,Brest,0.7,2.0,53.0,13709.0,Valentin Rongier,3-4-3,Jeremy Stinat,Match Report,,5.0,2.0,13.0,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
78,2022-08-20,21:00,Ligue 1,Matchweek 3,Sat,Home,W,2.0,1.0,Nantes,1.1,2.2,56.0,63147.0,Valentin Rongier,3-4-3,Jérémie Pignard,Match Report,,16.0,5.0,16.9,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
79,2022-08-28,15:00,Ligue 1,Matchweek 4,Sun,Away,W,3.0,0.0,Nice,1.4,1.0,51.0,31418.0,Dimitri Payet,3-4-3,François Letexier,Match Report,,13.0,4.0,18.0,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
80,2022-08-31,21:00,Ligue 1,Matchweek 5,Wed,Home,W,1.0,0.0,Clermont Foot,2.5,0.1,60.0,62763.0,Dimitri Payet,3-4-3,Eric Wattellier,Match Report,,20.0,6.0,17.1,1.0,0.0,1.0,2023,Marseille,1317308,68500000,27.3
81,2022-09-03,17:00,Ligue 1,Matchweek 6,Sat,Away,W,2.0,0.0,Auxerre,1.6,0.6,52.0,17025.0,Valentin Rongier,3-4-3,Willy Delajod,Match Report,,15.0,7.0,16.0,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
82,2022-09-10,21:00,Ligue 1,Matchweek 7,Sat,Home,W,2.0,1.0,Lille,2.2,1.0,53.0,62985.0,Mattéo Guendouzi,3-4-3,Benoît Millot,Match Report,,14.0,6.0,18.0,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
83,2022-09-18,15:00,Ligue 1,Matchweek 8,Sun,Home,D,1.0,1.0,Rennes,1.6,1.2,59.0,62753.0,Valentin Rongier,3-4-3,Benoît Bastien,Match Report,,15.0,4.0,16.4,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
84,2022-09-30,21:00,Ligue 1,Matchweek 9,Fri,Away,W,3.0,0.0,Angers,1.6,1.2,57.0,19000.0,Dimitri Payet,3-4-3,Johan Hamel,Match Report,,15.0,7.0,16.4,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
85,2022-10-08,17:00,Ligue 1,Matchweek 10,Sat,Home,L,1.0,2.0,Ajaccio,1.7,0.2,64.0,63312.0,Dimitri Payet,3-4-3,Willy Delajod,Match Report,,9.0,1.0,17.6,1.0,1.0,1.0,2023,Marseille,1317308,68500000,27.3
86,2022-10-16,20:45,Ligue 1,Matchweek 11,Sun,Away,L,0.0,1.0,Paris S-G,1.2,2.5,50.0,47000.0,Valentin Rongier,3-4-3,Clément Turpin,Match Report,,18.0,7.0,19.9,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
87,2022-10-22,21:00,Ligue 1,Matchweek 12,Sat,Home,L,0.0,1.0,Lens,1.8,0.9,56.0,56414.0,Valentin Rongier,3-4-3,Benoît Millot,Match Report,,13.0,3.0,14.0,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
88,2022-10-29,21:00,Ligue 1,Matchweek 13,Sat,Away,D,2.0,2.0,Strasbourg,2.0,1.1,49.0,25687.0,Dimitri Payet,3-4-3,Ruddy Buquet,Match Report,,13.0,4.0,16.6,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
89,2022-11-06,20:45,Ligue 1,Matchweek 14,Sun,Home,W,1.0,0.0,Lyon,0.8,0.9,47.0,62975.0,Valentin Rongier,3-4-3,François Letexier,Match Report,,6.0,2.0,13.9,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
90,2022-11-13,20:45,Ligue 1,Matchweek 15,Sun,Away,W,3.0,2.0,Monaco,1.9,2.0,58.0,10631.0,Valentin Rongier,3-4-3,Benoît Bastien,Match Report,,11.0,3.0,14.3,1.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
91,2022-12-29,21:00,Ligue 1,Matchweek 16,Thu,Home,W,6.0,1.0,Toulouse,2.6,1.8,51.0,61371.0,Dimitri Payet,3-4-3,Jérémie Pignard,Match Report,,12.0,6.0,16.5,0.0,1.0,1.0,2023,Marseille,1317308,68500000,27.3
92,2023-01-02,19:00,Ligue 1,Matchweek 17,Mon,Away,W,2.0,1.0,Montpellier,1.4,1.4,59.0,18971.0,Dimitri Payet,3-4-3,Ruddy Buquet,Match Report,,17.0,7.0,16.1,1.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
93,2023-01-11,21:00,Ligue 1,Matchweek 18,Wed,Away,W,2.0,0.0,Troyes,1.9,0.2,68.0,14222.0,Valentin Rongier,3-4-3,Hakim Ben El Hadj Salem,Match Report,,13.0,4.0,13.5,1.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
94,2023-01-14,19:00,Ligue 1,Matchweek 19,Sat,Home,W,3.0,1.0,Lorient,2.2,0.5,68.0,62276.0,Valentin Rongier,3-4-3,Bastien Dechepy,Match Report,,15.0,7.0,13.7,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
95,2023-01-28,21:00,Ligue 1,Matchweek 20,Sat,Home,D,1.0,1.0,Monaco,1.6,1.5,61.0,64502.0,Valentin Rongier,3-4-3,Jérémie Pignard,Match Report,,22.0,6.0,17.7,0.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
96,2023-02-01,19:00,Ligue 1,Matchweek 21,Wed,Away,W,2.0,0.0,Nantes,1.7,1.2,59.0,34125.0,Valentin Rongier,3-4-3,Willy Delajod,Match Report,,13.0,4.0,21.4,2.0,0.0,0.0,2023,Marseille,1317308,68500000,27.3
