,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
35,2022-05-07,18:30,Bundesliga,Matchweek 33,Sat,Away,W,2,1,Hertha BSC,0.7,1.1,64.0,71548.0,Moussa Niakhate,3-5-2,Patrick Ittrich,Match Report,,11.0,5.0,17.0,1.0,0.0,0.0,2022,Mainz 05
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,Eint Frankfurt,1.3,1.6,49.0,33000.0,Moussa Niakhate,3-4-3,Martin Petersen,Match Report,,13.0,4.0,14.8,1.0,0.0,0.0,2022,Mainz 05
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,W,4,0,Augsburg,3.8,0.6,54.0,9124.0,Oliver Baumann,4-2-3-1,Felix Brych,Match Report,,15.0,8.0,17.0,1.0,0.0,0.0,2022,Hoffenheim
2,2021-08-22,15:30,Bundesliga,Matchweek 2,Sun,Home,D,2,2,Union Berlin,1.0,1.8,63.0,8014.0,Oliver Baumann,4-2-2-2,Sascha Stegemann,Match Report,,7.0,3.0,20.6,0.0,0.0,0.0,2022,Hoffenheim
3,2021-08-27,20:30,Bundesliga,Matchweek 3,Fri,Away,L,2,3,Dortmund,2.2,3.4,41.0,25000.0,Oliver Baumann,4-2-3-1,Felix Zwayer,Match Report,,10.0,5.0,11.5,1.0,0.0,0.0,2022,Hoffenheim
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,2,Mainz 05,0.7,0.9,64.0,8427.0,Oliver Baumann,4-2-3-1,Marco Fritz,Match Report,,9.0,0.0,14.7,1.0,0.0,0.0,2022,Hoffenheim
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,D,0,0,Arminia,1.1,1.1,58.0,13750.0,Oliver Baumann,4-2-3-1,Patrick Ittrich,Match Report,,16.0,3.0,15.4,0.0,0.0,0.0,2022,Hoffenheim
6,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,W,3,1,Wolfsburg,1.5,0.6,50.0,8523.0,Oliver Baumann,4-2-2-2,Daniel Siebert,Match Report,,11.0,3.0,14.5,1.0,0.0,0.0,2022,Hoffenheim
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Away,L,1,3,Stuttgart,1.0,0.8,59.0,24211.0,Oliver Baumann,4-3-3,Harm Osmers,Match Report,,13.0,4.0,17.2,0.0,0.0,0.0,2022,Hoffenheim
8,2021-10-15,20:30,Bundesliga,Matchweek 8,Fri,Home,W,5,0,Köln,3.7,0.7,51.0,14309.0,Oliver Baumann,3-4-1-2,Tobias Reichel,Match Report,,14.0,8.0,12.0,1.0,0.0,0.0,2022,Hoffenheim
9,2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,L,0,4,Bayern Munich,0.7,2.8,39.0,60000.0,Oliver Baumann,3-4-3,Matthias Jöllenbeck,Match Report,,9.0,2.0,14.5,0.0,0.0,0.0,2022,Hoffenheim
11,2021-10-29,20:30,Bundesliga,Matchweek 10,Fri,Home,W,2,0,Hertha BSC,0.9,0.3,54.0,8127.0,Oliver Baumann,3-4-1-2,Sven Jablonski,Match Report,,13.0,3.0,14.6,0.0,0.0,0.0,2022,Hoffenheim
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Away,L,0,2,Bochum,0.6,2.9,62.0,19600.0,Oliver Baumann,3-1-4-2,Frank Willenborg,Match Report,,10.0,1.0,22.8,0.0,0.0,0.0,2022,Hoffenheim
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,2,0,RB Leipzig,3.1,0.2,42.0,13233.0,Oliver Baumann,3-4-3,Tobias Welz,Match Report,,23.0,8.0,12.9,0.0,0.0,0.0,2022,Hoffenheim
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,W,6,3,Greuther Fürth,4.0,1.1,51.0,3385.0,Florian Grillitsch,4-3-3,Bastian Dankert,Match Report,,21.0,11.0,12.4,0.0,0.0,0.0,2022,Hoffenheim
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,2,Eint Frankfurt,0.9,1.5,49.0,,Oliver Baumann,3-4-3,Daniel Schlager,Match Report,,8.0,4.0,16.9,0.0,0.0,0.0,2022,Hoffenheim
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,W,2,1,Freiburg,1.0,1.6,57.0,750.0,Oliver Baumann,3-4-3,Frank Willenborg,Match Report,,13.0,5.0,20.7,2.0,0.0,0.0,2022,Hoffenheim
17,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Away,D,2,2,Leverkusen,2.0,2.2,54.0,13272.0,Oliver Baumann,3-4-1-2,Tobias Stieler,Match Report,,18.0,6.0,13.5,0.0,0.0,0.0,2022,Hoffenheim
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,D,1,1,M'Gladbach,2.1,1.3,60.0,750.0,Oliver Baumann,3-4-3,Sven Jablonski,Match Report,,22.0,7.0,14.8,1.0,0.0,0.0,2022,Hoffenheim
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,W,3,1,Augsburg,2.2,0.9,58.0,500.0,Oliver Baumann,3-1-4-2,Benjamin Cortus,Match Report,,13.0,5.0,13.8,0.0,0.0,0.0,2022,Hoffenheim
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,2,Union Berlin,0.8,1.3,58.0,3000.0,Oliver Baumann,3-1-4-2,Martin Petersen,Match Report,,11.0,4.0,17.3,1.0,0.0,0.0,2022,Hoffenheim
22,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,L,2,3,Dortmund,1.7,1.6,58.0,500.0,Benjamin Hübner,3-4-1-2,Deniz Aytekin,Match Report,,16.0,3.0,16.5,1.0,0.0,0.0,2022,Hoffenheim
23,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,L,0,2,Mainz 05,1.6,2.2,59.0,6800.0,Benjamin Hübner,3-4-3,Christian Dingert,Match Report,,16.0,3.0,13.5,0.0,0.0,0.0,2022,Hoffenheim
24,2022-02-13,17:30,Bundesliga,Matchweek 22,Sun,Home,W,2,0,Arminia,2.8,0.9,53.0,10000.0,Benjamin Hübner,3-5-2,Robert Hartmann,Match Report,,24.0,8.0,11.7,0.0,0.0,0.0,2022,Hoffenheim
25,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Away,W,2,1,Wolfsburg,1.5,1.5,45.0,7145.0,Kevin Vogt,3-5-1-1,Felix Zwayer,Match Report,,11.0,4.0,14.6,0.0,0.0,0.0,2022,Hoffenheim
26,2022-02-25,20:30,Bundesliga,Matchweek 24,Fri,Home,W,2,1,Stuttgart,2.6,1.7,55.0,18099.0,Benjamin Hübner,3-4-3,Matthias Jöllenbeck,Match Report,,16.0,6.0,12.4,0.0,0.0,0.0,2022,Hoffenheim
27,2022-03-06,17:30,Bundesliga,Matchweek 25,Sun,Away,W,1,0,Köln,2.5,1.6,44.0,37500.0,Oliver Baumann,3-5-2,Marco Fritz,Match Report,,13.0,3.0,15.0,0.0,0.0,0.0,2022,Hoffenheim
28,2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Home,D,1,1,Bayern Munich,1.7,2.9,38.0,25600.0,Oliver Baumann,5-4-1,Robert Schröder,Match Report,,9.0,6.0,13.2,0.0,0.0,0.0,2022,Hoffenheim
29,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,L,0,3,Hertha BSC,0.8,1.3,68.0,25000.0,Oliver Baumann,3-5-2,Daniel Schlager,Match Report,,8.0,0.0,16.1,1.0,0.0,0.0,2022,Hoffenheim
30,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,L,1,2,Bochum,2.0,2.1,58.0,15014.0,Oliver Baumann,3-4-1-2,Daniel Siebert,Match Report,,13.0,6.0,16.2,1.0,0.0,0.0,2022,Hoffenheim
31,2022-04-10,19:30,Bundesliga,Matchweek 29,Sun,Away,L,0,3,RB Leipzig,0.2,1.5,49.0,35112.0,Oliver Baumann,3-4-1-2,Bastian Dankert,Match Report,,3.0,0.0,18.5,0.0,0.0,0.0,2022,Hoffenheim
32,2022-04-17,17:30,Bundesliga,Matchweek 30,Sun,Home,D,0,0,Greuther Fürth,1.0,0.3,58.0,16110.0,Oliver Baumann,3-1-4-2,Felix Zwayer,Match Report,,16.0,3.0,17.4,0.0,0.0,0.0,2022,Hoffenheim
33,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,D,2,2,Eint Frankfurt,0.7,1.3,50.0,50500.0,Oliver Baumann,3-4-3,Sven Jablonski,Match Report,,10.0,4.0,18.6,0.0,0.0,0.0,2022,Hoffenheim
34,2022-04-30,18:30,Bundesliga,Matchweek 32,Sat,Home,L,3,4,Freiburg,2.0,2.4,58.0,23627.0,Andrej Kramarić,4-3-3,Marco Fritz,Match Report,,19.0,7.0,14.5,0.0,0.0,0.0,2022,Hoffenheim
35,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,L,2,4,Leverkusen,2.5,4.0,47.0,20033.0,Andrej Kramarić,4-1-2-1-2◆,Frank Willenborg,Match Report,,12.0,5.0,16.7,0.0,0.0,0.0,2022,Hoffenheim
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,5,M'Gladbach,1.6,3.2,45.0,50395.0,Andrej Kramarić,3-1-4-2,Harm Osmers,Match Report,,10.0,2.0,17.0,1.0,0.0,0.0,2022,Hoffenheim
1,2021-08-13,20:30,Bundesliga,Matchweek 1,Fri,Home,D,1,1,Bayern Munich,2.3,2.5,35.0,22925.0,Lars Stindl,4-2-3-1,Marco Fritz,Match Report,,11.0,4.0,15.8,0.0,0.0,0.0,2022,Monchengladbach
2,2021-08-21,18:30,Bundesliga,Matchweek 2,Sat,Away,L,0,4,Leverkusen,1.7,1.9,53.0,15105.0,Lars Stindl,4-2-3-1,Deniz Aytekin,Match Report,,10.0,5.0,18.5,0.0,0.0,1.0,2022,Monchengladbach
3,2021-08-29,15:30,Bundesliga,Matchweek 3,Sun,Away,L,1,2,Union Berlin,1.8,1.9,72.0,11006.0,Lars Stindl,4-2-3-1,Felix Brych,Match Report,,20.0,5.0,17.0,1.0,0.0,0.0,2022,Monchengladbach
4,2021-09-12,19:30,Bundesliga,Matchweek 4,Sun,Home,W,3,1,Arminia,1.7,1.8,64.0,24500.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,18.0,4.0,17.9,0.0,0.0,0.0,2022,Monchengladbach
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,1,Augsburg,0.6,0.3,70.0,12500.0,Lars Stindl,4-2-3-1,Florian Badstübner,Match Report,,11.0,0.0,18.9,2.0,0.0,0.0,2022,Monchengladbach
6,2021-09-25,18:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Dortmund,1.6,0.4,55.0,25000.0,Lars Stindl,3-4-3,Deniz Aytekin,Match Report,,15.0,3.0,15.9,1.0,0.0,0.0,2022,Monchengladbach
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Away,W,3,1,Wolfsburg,3.3,1.3,48.0,12845.0,Lars Stindl,3-5-2,Frank Willenborg,Match Report,,18.0,9.0,17.5,1.0,0.0,1.0,2022,Monchengladbach
8,2021-10-16,18:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,Stuttgart,2.6,0.3,59.0,41608.0,Lars Stindl,3-4-3,Felix Brych,Match Report,,31.0,8.0,17.9,1.0,0.0,0.0,2022,Monchengladbach
9,2021-10-23,18:30,Bundesliga,Matchweek 9,Sat,Away,L,0,1,Hertha BSC,0.5,1.0,58.0,25000.0,Lars Stindl,3-4-1-2,Benjamin Cortus,Match Report,,10.0,1.0,16.9,0.0,0.0,0.0,2022,Monchengladbach
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2,1,Bochum,1.9,0.8,65.0,42361.0,Yann Sommer,4-2-3-1,Tobias Reichel,Match Report,,15.0,4.0,15.6,0.0,0.0,0.0,2022,Monchengladbach
12,2021-11-05,20:30,Bundesliga,Matchweek 11,Fri,Away,D,1,1,Mainz 05,1.6,1.1,52.0,25000.0,Yann Sommer,3-4-3,Robert Schröder,Match Report,,12.0,5.0,19.1,0.0,0.0,0.0,2022,Monchengladbach
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4,0,Greuther Fürth,3.1,0.2,57.0,38621.0,Lars Stindl,3-4-3,Benjamin Brand,Match Report,,18.0,11.0,19.0,0.0,0.0,0.0,2022,Monchengladbach
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,4,Köln,1.0,1.4,51.0,50000.0,Lars Stindl,3-4-3,Robert Schröder,Match Report,,16.0,5.0,18.7,1.0,0.0,0.0,2022,Monchengladbach
15,2021-12-05,17:30,Bundesliga,Matchweek 14,Sun,Home,L,0,6,Freiburg,0.9,2.0,64.0,10025.0,Yann Sommer,3-4-1-2,Robert Hartmann,Match Report,,17.0,3.0,18.6,0.0,0.0,0.0,2022,Monchengladbach
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1,4,RB Leipzig,1.2,4.7,47.0,,Lars Stindl,4-3-3,Bastian Dankert,Match Report,,11.0,5.0,15.1,0.0,0.0,0.0,2022,Monchengladbach
17,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Home,L,2,3,Eint Frankfurt,2.0,2.3,57.0,10028.0,Yann Sommer,3-4-3,Martin Petersen,Match Report,,17.0,7.0,18.7,0.0,1.0,1.0,2022,Monchengladbach
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,D,1,1,Hoffenheim,1.3,2.1,40.0,750.0,Lars Stindl,4-2-3-1,Sven Jablonski,Match Report,,11.0,5.0,16.8,0.0,0.0,0.0,2022,Monchengladbach
19,2022-01-07,20:30,Bundesliga,Matchweek 18,Fri,Away,W,2,1,Bayern Munich,1.0,1.9,38.0,,Lars Stindl,3-1-4-2,Daniel Siebert,Match Report,,10.0,4.0,13.0,0.0,0.0,0.0,2022,Monchengladbach
20,2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Home,L,1,2,Leverkusen,1.2,5.3,54.0,750.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,17.0,6.0,18.7,2.0,0.0,0.0,2022,Monchengladbach
22,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1,2,Union Berlin,1.5,1.1,59.0,750.0,Yann Sommer,3-4-3,Felix Brych,Match Report,,11.0,5.0,20.3,1.0,0.0,0.0,2022,Monchengladbach
23,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,D,1,1,Arminia,2.0,0.5,61.0,10000.0,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,,21.0,4.0,16.6,1.0,0.0,0.0,2022,Monchengladbach
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,3,2,Augsburg,2.4,1.6,57.0,10000.0,Yann Sommer,3-4-3,Tobias Welz,Match Report,,14.0,5.0,13.9,0.0,0.0,0.0,2022,Monchengladbach
25,2022-02-20,17:30,Bundesliga,Matchweek 23,Sun,Away,L,0,6,Dortmund,0.9,3.8,50.0,10000.0,Yann Sommer,3-4-3,Marco Fritz,Match Report,,8.0,4.0,15.6,0.0,0.0,0.0,2022,Monchengladbach
26,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,D,2,2,Wolfsburg,2.4,1.4,66.0,10000.0,Yann Sommer,3-4-3,Tobias Reichel,Match Report,,26.0,10.0,14.4,0.0,0.0,0.0,2022,Monchengladbach
27,2022-03-05,18:30,Bundesliga,Matchweek 25,Sat,Away,L,2,3,Stuttgart,0.9,2.4,43.0,25000.0,Yann Sommer,4-3-3,Christian Dingert,Match Report,,8.0,3.0,13.6,0.0,0.0,0.0,2022,Monchengladbach
28,2022-03-12,18:30,Bundesliga,Matchweek 26,Sat,Home,W,2,0,Hertha BSC,1.8,0.6,53.0,30675.0,Yann Sommer,3-4-3,Florian Badstübner,Match Report,,12.0,4.0,15.1,0.0,1.0,1.0,2022,Monchengladbach
29,2022-03-18,20:30,Bundesliga,Matchweek 27,Fri,Away,W,2,0,Bochum,,,49.0,,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,Match awarded to M'Gladbach,8.0,5.0,,,0.0,0.0,2022,Monchengladbach
30,2022-04-03,17:30,Bundesliga,Matchweek 28,Sun,Home,D,1,1,Mainz 05,1.5,1.8,52.0,44156.0,Lars Stindl,3-4-3,Daniel Schlager,Match Report,,16.0,7.0,21.6,1.0,0.0,0.0,2022,Monchengladbach
31,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,W,2,0,Greuther Fürth,2.7,0.5,50.0,13900.0,Yann Sommer,3-4-3,Tobias Stieler,Match Report,,16.0,5.0,17.6,0.0,1.0,1.0,2022,Monchengladbach
32,2022-04-16,18:30,Bundesliga,Matchweek 30,Sat,Home,L,1,3,Köln,1.2,2.0,58.0,54042.0,Yann Sommer,3-4-3,Deniz Aytekin,Match Report,,17.0,5.0,14.5,0.0,0.0,0.0,2022,Monchengladbach
33,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,D,3,3,Freiburg,1.6,2.3,38.0,34700.0,Yann Sommer,5-3-2,Benjamin Brand,Match Report,,6.0,3.0,18.6,0.0,1.0,1.0,2022,Monchengladbach
34,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Home,W,3,1,RB Leipzig,1.5,1.1,49.0,35324.0,Lars Stindl,5-3-2,Martin Petersen,Match Report,,9.0,6.0,18.0,0.0,0.0,0.0,2022,Monchengladbach
35,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Away,D,1,1,Eint Frankfurt,1.4,0.8,53.0,51500.0,Lars Stindl,3-4-3,Felix Zwayer,Match Report,,12.0,6.0,18.3,1.0,0.0,0.0,2022,Monchengladbach
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,W,5,1,Hoffenheim,3.2,1.6,55.0,50395.0,Lars Stindl,4-2-3-1,Harm Osmers,Match Report,,17.0,8.0,15.1,0.0,1.0,1.0,2022,Monchengladbach
1,2021-08-14,18:30,Bundesliga,Matchweek 1,Sat,Away,L,2,5,Dortmund,1.3,2.7,40.0,25000.0,Makoto Hasebe,3-4-3,Tobias Stieler,Match Report,,10.0,3.0,11.0,0.0,0.0,0.0,2022,Eintracht Frankfurt
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,D,0,0,Augsburg,1.6,0.3,61.0,22000.0,Martin Hinteregger,4-2-3-1,Harm Osmers,Match Report,,21.0,5.0,18.5,1.0,0.0,0.0,2022,Eintracht Frankfurt
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,D,1,1,Arminia,1.5,0.6,65.0,13750.0,Martin Hinteregger,4-2-3-1,Bastian Dankert,Match Report,,11.0,3.0,14.9,0.0,0.0,0.0,2022,Eintracht Frankfurt
4,2021-09-12,15:30,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Stuttgart,1.1,0.9,58.0,25000.0,Martin Hinteregger,4-2-3-1,Matthias Jöllenbeck,Match Report,,17.0,4.0,21.3,1.0,0.0,0.0,2022,Eintracht Frankfurt
6,2021-09-19,19:30,Bundesliga,Matchweek 5,Sun,Away,D,1,1,Wolfsburg,0.3,1.2,40.0,9266.0,Martin Hinteregger,4-2-3-1,Felix Zwayer,Match Report,,5.0,2.0,24.0,0.0,0.0,0.0,2022,Eintracht Frankfurt
7,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,D,1,1,Köln,0.9,0.9,46.0,24000.0,Martin Hinteregger,4-2-3-1,Martin Petersen,Match Report,,10.0,3.0,16.6,0.0,0.0,0.0,2022,Eintracht Frankfurt
9,2021-10-03,17:30,Bundesliga,Matchweek 7,Sun,Away,W,2,1,Bayern Munich,0.8,2.2,28.0,25000.0,Martin Hinteregger,3-4-3,Florian Badstübner,Match Report,,5.0,3.0,26.5,0.0,0.0,0.0,2022,Eintracht Frankfurt
10,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,L,1,2,Hertha BSC,1.6,1.8,58.0,32000.0,Makoto Hasebe,3-4-1-2,Deniz Aytekin,Match Report,,12.0,4.0,20.3,1.0,1.0,1.0,2022,Eintracht Frankfurt
12,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Away,L,0,2,Bochum,1.6,2.1,59.0,19510.0,Makoto Hasebe,3-4-1-2,Marco Fritz,Match Report,,15.0,5.0,18.7,1.0,0.0,1.0,2022,Eintracht Frankfurt
13,2021-10-30,18:30,Bundesliga,Matchweek 10,Sat,Home,D,1,1,RB Leipzig,0.6,3.0,47.0,31000.0,Kevin Trapp,3-4-3,Daniel Schlager,Match Report,,11.0,3.0,21.3,0.0,0.0,0.0,2022,Eintracht Frankfurt
15,2021-11-07,19:30,Bundesliga,Matchweek 11,Sun,Away,W,2,1,Greuther Fürth,1.2,2.4,46.0,10244.0,Martin Hinteregger,3-4-3,Daniel Siebert,Match Report,,16.0,4.0,20.6,1.0,0.0,0.0,2022,Eintracht Frankfurt
16,2021-11-21,15:30,Bundesliga,Matchweek 12,Sun,Away,W,2,0,Freiburg,1.2,1.4,38.0,32500.0,Makoto Hasebe,3-4-3,Florian Badstübner,Match Report,,13.0,7.0,24.1,1.0,0.0,0.0,2022,Eintracht Frankfurt
18,2021-11-28,15:30,Bundesliga,Matchweek 13,Sun,Home,W,2,1,Union Berlin,1.3,1.1,54.0,24000.0,Makoto Hasebe,3-4-3,Sascha Stegemann,Match Report,,13.0,2.0,13.8,0.0,0.0,0.0,2022,Eintracht Frankfurt
19,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,2,3,Hoffenheim,1.5,0.9,51.0,,Makoto Hasebe,3-4-3,Daniel Schlager,Match Report,,16.0,3.0,15.6,0.0,0.0,0.0,2022,Eintracht Frankfurt
21,2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Home,W,5,2,Leverkusen,1.6,1.7,44.0,12000.0,Martin Hinteregger,3-4-3,Marco Fritz,Match Report,,17.0,7.0,15.1,1.0,0.0,0.0,2022,Eintracht Frankfurt
22,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Away,W,3,2,M'Gladbach,2.3,2.0,43.0,10028.0,Martin Hinteregger,3-4-3,Martin Petersen,Match Report,,12.0,4.0,14.4,1.0,0.0,0.0,2022,Eintracht Frankfurt
23,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,W,1,0,Mainz 05,1.8,0.6,51.0,15000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,14.0,4.0,17.8,0.0,0.0,0.0,2022,Eintracht Frankfurt
24,2022-01-08,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Dortmund,1.4,2.0,36.0,250.0,Sebastian Rode,3-4-3,Robert Schröder,Match Report,,12.0,5.0,17.4,0.0,0.0,0.0,2022,Eintracht Frankfurt
25,2022-01-16,15:30,Bundesliga,Matchweek 19,Sun,Away,D,1,1,Augsburg,2.6,1.0,51.0,,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,14.0,4.0,17.0,2.0,0.0,0.0,2022,Eintracht Frankfurt
26,2022-01-21,20:30,Bundesliga,Matchweek 20,Fri,Home,L,0,2,Arminia,1.9,1.3,68.0,1000.0,Sebastian Rode,3-4-3,Tobias Reichel,Match Report,,18.0,7.0,13.2,0.0,0.0,0.0,2022,Eintracht Frankfurt
27,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,W,3,2,Stuttgart,1.1,1.5,48.0,10000.0,Sebastian Rode,3-5-2,Sascha Stegemann,Match Report,,15.0,6.0,15.3,0.0,0.0,0.0,2022,Eintracht Frankfurt
28,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,2,Wolfsburg,1.0,1.5,61.0,10000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,17.0,3.0,15.5,0.0,0.0,0.0,2022,Eintracht Frankfurt
29,2022-02-19,18:30,Bundesliga,Matchweek 23,Sat,Away,L,0,1,Köln,0.6,1.1,42.0,10000.0,Sebastian Rode,3-1-4-2,Christian Dingert,Match Report,,10.0,2.0,19.5,0.0,0.0,0.0,2022,Eintracht Frankfurt
30,2022-02-26,18:30,Bundesliga,Matchweek 24,Sat,Home,L,0,1,Bayern Munich,0.9,2.4,32.0,25000.0,Kevin Trapp,3-4-3,Florian Badstübner,Match Report,,6.0,1.0,14.1,0.0,0.0,0.0,2022,Eintracht Frankfurt
31,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,W,4,1,Hertha BSC,1.2,0.4,53.0,25000.0,Kevin Trapp,3-4-3,Harm Osmers,Match Report,,12.0,6.0,17.0,1.0,0.0,0.0,2022,Eintracht Frankfurt
33,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,W,2,1,Bochum,1.8,1.1,53.0,24000.0,Kevin Trapp,3-4-3,Marco Fritz,Match Report,,14.0,4.0,15.3,1.0,0.0,0.0,2022,Eintracht Frankfurt
35,2022-03-20,15:30,Bundesliga,Matchweek 27,Sun,Away,D,0,0,RB Leipzig,0.2,1.2,45.0,43058.0,Sebastian Rode,3-1-4-2,Christian Dingert,Match Report,,5.0,0.0,16.6,0.0,0.0,0.0,2022,Eintracht Frankfurt
36,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,D,0,0,Greuther Fürth,1.2,0.6,67.0,50500.0,Makoto Hasebe,3-5-2,Bastian Dankert,Match Report,,21.0,6.0,18.2,0.0,0.0,0.0,2022,Eintracht Frankfurt
38,2022-04-10,17:30,Bundesliga,Matchweek 29,Sun,Home,L,1,2,Freiburg,0.9,1.0,54.0,47000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,18.0,5.0,20.3,1.0,0.0,0.0,2022,Eintracht Frankfurt
40,2022-04-17,17:30,Bundesliga,Matchweek 30,Sun,Away,L,0,2,Union Berlin,0.5,1.1,56.0,22000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,10.0,3.0,19.2,0.0,0.0,0.0,2022,Eintracht Frankfurt
41,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,D,2,2,Hoffenheim,1.3,0.7,50.0,50500.0,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,17.0,7.0,17.2,0.0,0.0,0.0,2022,Eintracht Frankfurt
43,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Away,L,0,2,Leverkusen,0.3,1.8,45.0,26492.0,Makoto Hasebe,3-4-3,Benjamin Cortus,Match Report,,9.0,4.0,25.1,0.0,0.0,0.0,2022,Eintracht Frankfurt
45,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Home,D,1,1,M'Gladbach,0.8,1.4,47.0,51500.0,Makoto Hasebe,3-5-2,Felix Zwayer,Match Report,,18.0,3.0,20.0,0.0,0.0,0.0,2022,Eintracht Frankfurt
46,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,D,2,2,Mainz 05,1.6,1.3,51.0,33000.0,Sebastian Rode,3-4-3,Martin Petersen,Match Report,,12.0,4.0,18.2,1.0,0.0,0.0,2022,Eintracht Frankfurt
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Bochum,2.0,0.4,60.0,8536.0,Koen Casteels,4-2-3-1,Frank Willenborg,Match Report,,18.0,7.0,18.3,1.0,0.0,1.0,2022,Wolfsburg
